num_rules,average_rule_len,average_rule_usage,proportional_terminal_char,spam
40,6.825,3.55,0.626374,1
71,6.09859,3.74648,0.549654,1
6,9.66667,2.66667,0.827586,1
3,14.3333,2.33333,0.906977,1
3,13,2.33333,0.897436,1
8,8.125,2.875,0.769231,1
51,6.45098,3.62745,0.592705,1
62,5.77419,3.41935,0.581006,1
77,5.64935,3.68831,0.524138,1
80,5.55,3.6125,0.529279,1
41,6.5122,3.26829,0.651685,1
172,5.26163,4.02907,0.424309,1
50,6.36,3.44,0.616352,1
69,5.91304,3.69565,0.544118,1
148,5.39865,4.02027,0.440551,1
8,8.875,2.875,0.788732,1
45,6.6,3.28889,0.653199,1
57,6.85965,3.73684,0.601023,1
39,6.53846,3.28205,0.65098,1
1,29,1,1,1
14,8.14286,3.14286,0.736842,1
6,12,2.66667,0.861111,1
158,5,3.85443,0.429114,1
122,6.06557,4.01639,0.502703,1
37,6.56757,3.35135,0.641975,1
4,18.5,2.5,0.918919,1
41,5.90244,3.39024,0.595041,1
192,5.10938,4.13021,0.38736,1
27,7.18519,3.22222,0.690722,1
174,5.44828,4.0977,0.431435,1
23,7.78261,3.52174,0.675978,1
71,6.49296,3.8169,0.566161,1
116,5.44828,3.88793,0.469937,1
7,7.71429,2.71429,0.777778,1
53,6.43396,3.5283,0.607038,1
2,15.5,2,0.935484,1
47,6.61702,3.2766,0.655949,1
3,11,2.33333,0.878788,1
8,10.75,3.25,0.790698,1
611,5.07365,4.82651,0.245806,1
58,6.41379,3.51724,0.607527,1
90,5.74444,3.72222,0.526112,1
387,5.03101,4.49096,0.306112,1
118,5.21186,3.72881,0.476423,1
176,4.98864,3.78977,0.440774,1
34,6.23529,3.29412,0.632075,1
40,7.125,3.3,0.677193,1
117,5.91453,3.94017,0.50289,1
577,4.9844,4.72444,0.252782,1
96,6.04167,3.82292,0.532759,1
165,5.8303,4.2,0.451143,1
47,6.21277,3.44681,0.606164,1
44,6.70455,3.38636,0.644068,1
129,6.13953,4.12403,0.491162,1
116,5.76724,3.7931,0.515695,1
9,9,3.11111,0.765432,1
126,5.69048,3.9127,0.488145,1
401,5.09975,4.43641,0.326161,1
92,6.44565,3.76087,0.571669,1
87,5.51724,3.67816,0.514583,1
84,5.64286,3.54762,0.548523,1
36,7.13889,3.33333,0.673152,1
252,5.28175,4.36905,0.362134,1
150,5.89333,3.94667,0.5,1
209,5.33971,4.0622,0.426523,1
27,7,3.14815,0.693122,1
85,5.75294,3.87059,0.501022,1
11,7.72727,2.90909,0.752941,1
87,5.51724,3.67816,0.514583,1
116,5.42241,3.72414,0.497615,1
53,6.45283,3.60377,0.596491,1
15,8.4,3.2,0.738095,1
128,5.5,3.89844,0.473011,1
211,5.35071,4.29858,0.383525,1
17,9.11765,3.11765,0.767742,1
152,5.05921,3.84868,0.436931,1
51,5.90196,3.43137,0.58804,1
37,6.21622,3.45946,0.604348,1
49,6.61224,3.5102,0.62037,1
42,6.61905,3.38095,0.640288,1
74,5.41892,3.51351,0.53616,1
71,6.26761,3.6338,0.579775,1
335,4.91343,4.29254,0.329891,1
28,6.03571,3.21429,0.633136,1
31,6.58065,3.22581,0.661765,1
1,37,1,1,1
99,5.36364,3.58586,0.517891,1
157,5.07643,3.71975,0.464241,1
33,6.24242,3.45455,0.606796,1
51,6.84314,3.68627,0.60745,1
152,5.59211,4.01974,0.46,1
52,5.61538,3.53846,0.547945,1
164,5.35366,4.2561,0.3918,1
13,7.61538,2.92308,0.747475,1
65,6.30769,3.72308,0.568293,1
101,5.27723,3.65347,0.497186,1
142,5.60563,4.12676,0.442211,1
35,5.91429,3.4,0.594203,1
62,5.90323,3.46774,0.581967,1
77,6.1039,3.54545,0.582979,1
67,6.40299,3.55224,0.601399,1
135,5.20741,3.68148,0.485064,1
66,5.95455,3.59091,0.564885,1
53,5.71698,3.37736,0.584158,1
30,6.5,3.2,0.661538,1
566,4.81625,4.34629,0.305209,1
102,5.87255,3.76471,0.529215,1
60,5.53333,3.41667,0.563253,1
112,5.83036,3.91964,0.499234,1
9,7.33333,2.77778,0.757576,1
129,5.27132,3.87597,0.454412,1
164,5.54268,4.03049,0.453245,1
19,7.47368,3.36842,0.683099,1
24,7.25,3.20833,0.695402,1
45,6.02222,3.31111,0.616236,1
63,5.88889,3.5873,0.560647,1
29,6.48276,3.24138,0.654255,1
28,6.64286,3.25,0.66129,1
21,7,3.19048,0.687075,1
56,5.55357,3.42857,0.562701,1
201,5.31841,4.31841,0.376052,1
33,7.18182,3.21212,0.691983,1
34,5.88235,3.29412,0.61,1
179,5.38547,4.00559,0.441909,1
61,6.13115,3.55738,0.582888,1
6,10.1667,2.83333,0.819672,1
102,5.96078,3.72549,0.542763,1
93,6.24731,3.65591,0.574871,1
184,5.18478,4.19565,0.383648,1
61,5.55738,3.40984,0.566372,1
105,5.98095,3.78095,0.535032,1
116,5.5,3.75,0.5,1
58,5.65517,3.44828,0.567073,1
132,5.32576,4.0303,0.43101,1
24,7.41667,3.375,0.679775,1
24,7.875,3.33333,0.703704,1
54,5.87037,3.46296,0.580442,1
87,5.54023,3.68966,0.514523,1
113,5.80531,3.82301,0.51372,1
97,6.06186,3.78351,0.540816,1
77,5.67532,3.64935,0.533181,1
225,4.98667,4.18667,0.360963,1
129,5.25581,3.84496,0.458702,1
25,7.84,3.2,0.719388,1
48,6.75,3.5,0.62963,1
35,6.85714,3.4,0.65,1
206,5.40291,4.35437,0.379155,1
86,6.17442,3.76744,0.551789,1
184,6,4.22283,0.462862,1
86,5.66279,3.65116,0.531828,1
105,6.05714,3.7619,0.544025,1
47,6.34043,3.51064,0.604027,1
42,5.7381,3.38095,0.585062,1
37,6.62162,3.48649,0.62449,1
221,5.13122,3.90498,0.433862,1
193,5.35233,4.21762,0.398838,1
91,6.20879,3.86813,0.538053,1
69,6.18841,3.66667,0.569087,1
162,5.79012,4.24074,0.440299,1
133,5.2782,3.87218,0.45584,1
28,7,3.25,0.678571,1
60,5.8,3.43333,0.58046,1
173,5.16763,4.10405,0.399329,1
115,5.85217,3.86087,0.511144,1
31,6.29032,3.25806,0.641026,1
26,7.15385,3.23077,0.688172,1
63,5.85714,3.57143,0.560976,1
75,6.14667,3.68,0.563991,1
110,5.84545,3.7,0.538103,1
1,11,1,1,1
5,9.2,2.6,0.826087,1
34,6.76471,3.32353,0.656522,1
1,11,1,1,1
672,4.92262,4.75298,0.237606,1
85,5.70588,3.76471,0.515464,1
28,7.46429,3.32143,0.688995,1
132,5.15152,3.7197,0.472059,1
1,11,1,1,1
54,5.40741,3.2963,0.575342,1
35,6.25714,3.25714,0.639269,1
121,6.04959,4.1405,0.480874,1
54,6.12963,3.62963,0.570997,1
45,6.93333,3.66667,0.615385,1
406,5.0197,4.30788,0.341021,1
58,5.91379,3.44828,0.586006,1
17,6.88235,2.94118,0.717949,1
78,5.65385,3.61538,0.537415,1
17,6.88235,2.94118,0.717949,1
133,5.19549,3.95489,0.431259,1
41,6.65854,3.31707,0.652015,1
44,5.93182,3.5,0.578544,1
84,5.63095,3.71429,0.51797,1
87,5.49425,3.67816,0.512552,1
22,7.36364,3.18182,0.703704,1
272,5.20588,4.26471,0.372881,1
583,4.64494,4.45798,0.255539,1
14,9.21429,3,0.782946,1
38,6.26316,3.26316,0.638655,1
65,5.81538,3.43077,0.582011,1
116,5.12069,3.53448,0.505051,1
87,5.73563,3.51724,0.561122,1
83,5.66265,3.60241,0.540426,1
277,4.80144,4.16606,0.340602,1
28,7.57143,3.46429,0.674528,1
111,5.81982,3.82883,0.513932,1
39,7.05128,3.53846,0.64,1
9,9.88889,2.88889,0.808989,1
132,5.08333,3.75,0.459016,1
99,5.88889,3.76768,0.530017,1
41,7.02439,3.31707,0.670139,1
224,5.41071,4.20982,0.406766,1
84,5.46429,3.4881,0.544662,1
222,5.41892,4.27477,0.395677,1
94,5.35106,3.53191,0.526839,1
39,7,3.5641,0.6337,1
22,7.54545,3.18182,0.710843,1
24,8.54167,3.41667,0.717073,1
103,6.05825,3.99029,0.50641,1
85,5.88235,3.75294,0.532,1
313,5.20447,4.46006,0.335175,1
579,5.04663,4.75993,0.254962,1
40,5.65,3.175,0.615044,1
40,6.825,3.625,0.615385,1
137,5.29927,3.83212,0.465565,1
100,5.76,3.72,0.527778,1
74,5.85135,3.67568,0.542725,1
85,5.47059,3.52941,0.537634,1
223,5.46637,4.15247,0.423298,1
565,4.81416,4.58407,0.255515,1
43,6.44186,3.30233,0.642599,1
601,6.31115,5.56905,0.276035,1
96,5.80208,3.59375,0.552962,1
43,6.27907,3.2093,0.648148,1
4,9.25,2.5,0.837838,1
655,4.92672,4.74962,0.238922,1
69,6.33333,3.68116,0.576659,1
61,6.04918,3.44262,0.596206,1
20,7,3.1,0.7,1
108,5.64815,3.88889,0.488525,1
28,6.60714,3.42857,0.632432,1
103,5.76699,3.78641,0.516835,1
587,5.06474,4.76661,0.256307,1
99,5.51515,3.72727,0.505495,1
82,6.03659,3.58537,0.571717,1
61,5.85246,3.27869,0.610644,1
74,6.09459,3.83784,0.534368,1
44,7.20455,3.31818,0.678233,1
13,8.07692,3.07692,0.742857,1
35,7,3.31429,0.669388,1
125,5.536,3.736,0.50578,1
134,5.66418,3.94776,0.479578,1
53,6.39623,3.37736,0.628319,1
48,6.5,3.58333,0.602564,1
52,6.05769,3.59615,0.571429,1
725,4.95724,4.83724,0.225932,1
304,5.98026,4.83553,0.358636,1
319,5.17555,4.52978,0.317989,1
65,5.8,3.50769,0.567639,1
216,4.97685,3.7963,0.43814,1
1,11,1,1,1
1,11,1,1,1
18,7.61111,3.05556,0.729927,1
55,6.43636,3.63636,0.590395,1
68,6.38235,3.64706,0.585253,1
239,5.29289,4.27197,0.381818,1
50,6.88,3.74,0.601744,1
340,5.04706,4.39706,0.326923,1
1,11,1,1,1
24,7.33333,3.375,0.676136,1
65,6.32308,3.6,0.588808,1
54,6.2963,3.42593,0.614706,1
737,5.18589,4.94437,0.239403,1
322,5.24534,4.56211,0.3209,1
62,6.33871,3.5,0.605598,1
59,6.9322,3.59322,0.625917,1
723,5.25173,5.05256,0.228338,1
127,5.09449,3.77165,0.455951,1
288,5.08333,4.05208,0.39959,1
32,6.6875,3.40625,0.640187,1
82,6.08537,3.86585,0.529058,1
220,5.19545,4.05909,0.411199,1
48,6.22917,3.66667,0.571906,1
1,11,1,1,1
30,7.16667,3.46667,0.655814,1
13,8.38462,2.92308,0.770642,1
51,5.92157,3.62745,0.556291,1
48,6.45833,3.52083,0.609677,1
656,5.08841,4.91768,0.230078,1
150,5.73333,4.01333,0.474419,1
666,4.997,4.83183,0.233173,1
137,5.27007,3.79562,0.469529,1
63,6.20635,3.5873,0.58312,1
13,8.84615,2.92308,0.782609,1
338,5.72781,4.69527,0.354855,1
111,5.64865,3.96396,0.475279,1
105,5.33333,3.64762,0.503571,1
45,6.22222,3.48889,0.6,1
2,19.5,2,0.948718,1
502,5.1992,4.71713,0.285057,1
134,4.97761,3.83582,0.430285,1
20,6.4,3.35,0.632812,1
40,6.175,3.3,0.62753,1
40,5.875,3.3,0.608511,1
126,5.38095,3.99206,0.443953,1
1,11,1,1,1
59,6.45763,3.72881,0.577428,1
150,5.21333,3.76,0.470588,1
67,6.07463,3.41791,0.601966,1
30,7.03333,3.53333,0.63981,1
132,5.04545,3.81061,0.442943,1
88,5.5,3.69318,0.510331,1
27,6.59259,3.22222,0.662921,1
103,5.99029,3.87379,0.520259,1
25,6.96,3.44,0.649425,1
13,8.38462,2.92308,0.770642,1
97,5.26804,3.57732,0.510763,1
110,5.58182,4.05455,0.452769,1
113,5.99115,3.80531,0.531758,1
84,5.78571,3.77381,0.520576,1
50,6.82,3.5,0.633431,1
57,6.4386,3.66667,0.585831,1
49,6.93878,3.73469,0.605882,1
134,4.91045,3.79104,0.431611,1
42,7.2381,3.64286,0.634868,1
33,7.81818,3.48485,0.682171,1
90,5.71111,3.65556,0.535019,1
370,6.0973,4.27838,0.462323,1
29,6.37931,3.24138,0.648649,1
57,6.22807,3.80702,0.549296,1
88,5.5,3.65909,0.516529,1
7,12.5714,3.14286,0.829545,1
101,5.92079,3.74257,0.536789,1
275,5.37455,4.27273,0.391069,1
338,5.0503,4.38757,0.329233,1
117,5.11966,3.67521,0.477462,1
82,5.43902,3.5122,0.538117,1
147,4.98639,3.85034,0.428377,1
32,6.96875,3.375,0.659193,1
329,5.19453,4.36474,0.352253,1
170,5.85882,4.25882,0.443775,1
7,12.8571,2.85714,0.855556,1
4,8.75,2.5,0.828571,1
27,6.92593,3.44444,0.647059,1
45,7.24444,3.48889,0.656442,1
11,7.90909,2.90909,0.758621,1
75,5.97333,3.69333,0.549107,1
66,6.28788,3.5,0.60241,1
55,6.41818,3.94545,0.541076,1
179,5.06704,3.76536,0.454245,1
160,5.10625,3.88125,0.435741,1
55,6.07273,3.49091,0.58982,1
45,6.37778,3.28889,0.641115,1
269,5.31599,4.24907,0.388811,1
335,5.23582,4.42687,0.345496,1
15,7.4,3.06667,0.720721,1
21,6.80952,3.33333,0.657343,1
185,5.17838,3.85946,0.447808,1
67,5.95522,3.76119,0.536341,1
83,5.78313,3.78313,0.51875,1
352,5.0767,4.39205,0.331841,1
357,4.69468,4.05602,0.349045,1
71,6.22535,3.74648,0.558824,1
374,6.21925,5.24332,0.317713,1
58,6.65517,3.93103,0.559585,1
145,5.27586,3.84828,0.460131,1
38,7.02632,3.52632,0.640449,1
463,4.98704,4.49892,0.298398,1
125,5.16,3.8,0.457364,1
801,5.01873,4.91885,0.219154,1
55,6,3.27273,0.621212,1
195,5.34872,4.29231,0.384468,1
445,4.99775,4.57079,0.285522,1
66,6.09091,3.5303,0.584577,1
67,6.1194,3.59701,0.57561,1
48,6.58333,3.625,0.601266,1
332,5.16867,4.42771,0.33683,1
763,5.02621,4.90039,0.22399,1
477,4.09853,3.89308,0.294118,1
86,6.19767,3.75581,0.555347,1
551,4.91289,4.62613,0.261914,1
38,7.07895,3.5,0.64684,1
228,6.9386,4.65789,0.472819,1
18,7.66667,3.11111,0.724638,1
29,6.72414,3.44828,0.635897,1
132,5.17424,3.91667,0.43631,1
9,10.2222,3,0.804348,1
297,5.08754,4.3569,0.340172,1
29,7.44828,3.34483,0.685185,1
78,6.12821,3.71795,0.556485,1
57,6.10526,3.61404,0.571839,1
21,8.57143,3.52381,0.705556,1
51,5.7451,3.41176,0.580205,1
8,11.125,2.75,0.842697,1
141,5.22695,3.95745,0.434193,1
105,5.57143,3.92381,0.475214,1
84,5.42857,3.55952,0.528509,1
53,6.58491,3.5283,0.616046,1
71,5.32394,3.66197,0.5,1
66,5.5,3.33333,0.575758,1
11,9.27273,2.90909,0.794118,1
91,5.91209,4,0.492565,1
84,6.13095,3.82143,0.539806,1
4,18.5,2.75,0.905405,1
94,5.40426,3.71277,0.498031,1
718,5.05571,4.88022,0.232507,1
47,5.80851,3.46809,0.575092,1
1,15,1,1,1
11,6.36364,2.81818,0.714286,1
86,6.13953,3.59302,0.577652,1
77,5.25974,3.58442,0.508642,1
46,6.80435,3.58696,0.619808,1
752,5.06915,4.92686,0.225341,1
89,5.80899,3.68539,0.537718,1
246,3.57317,3.54065,0.288965,1
94,5.68085,3.55319,0.550562,1
40,6.825,3.5,0.6337,1
766,5.20366,5.08094,0.215755,1
9,10.2222,2.77778,0.826087,1
756,5.04894,4.88624,0.230286,1
18,8.88889,3.27778,0.74375,1
10,8.8,2.8,0.795455,1
103,5.90291,3.90291,0.508224,1
107,5.73832,3.88785,0.496743,1
9,10.4444,2.77778,0.829787,1
83,6.01205,3.72289,0.547094,1
190,5.73684,4.26316,0.431193,1
304,5.30921,4.35855,0.36741,1
65,6.2,3.64615,0.573201,1
93,5.60215,3.76344,0.506718,1
307,5.13681,4.3355,0.350666,1
643,4.93935,4.79316,0.232053,1
44,5.70455,3.29545,0.59761,1
510,5.15098,4.74314,0.273316,1
521,4.94818,4.6833,0.255625,1
19,6.42105,3.21053,0.655738,1
7,9.42857,2.71429,0.818182,1
3,14,2.33333,0.904762,1
3,12.6667,2.33333,0.894737,1
70,5.3,3.4,0.54717,1
74,6.32432,3.85135,0.549145,1
9,8.11111,2.77778,0.780822,1
59,6.37288,3.49153,0.609043,1
52,6.51923,3.65385,0.59292,1
94,5.90426,3.7766,0.52973,1
21,5.19048,3.52381,0.513761,1
99,5.73737,3.82828,0.507042,1
847,5.13223,5.02952,0.214861,1
78,5.94872,3.89744,0.512931,1
8,12.125,2.75,0.85567,1
109,5.37615,3.73394,0.491468,1
17,8.05882,3.17647,0.729927,1
610,4.83115,4.62459,0.249746,1
48,6.10417,3.64583,0.566553,1
839,5.16091,5.08343,0.208776,1
37,7.59459,3.48649,0.672598,1
218,5.32569,4.12844,0.412575,1
329,5.3769,4.57447,0.335218,1
17,8.29412,3.17647,0.737589,1
76,5.51316,3.52632,0.541766,1
11,9.54545,2.81818,0.809524,1
10,10.4,2.8,0.826923,1
9,10.6667,2.77778,0.833333,1
475,5.20421,4.81474,0.26699,1
9,6.66667,2.77778,0.733333,1
91,5.9011,3.6044,0.558659,1
23,7.6087,3.17391,0.714286,1
68,5.98529,3.66176,0.555283,1
9,10.5556,2.77778,0.831579,1
214,4.83645,4.07944,0.363285,1
31,7.45161,3.51613,0.662338,1
401,4.76808,4.29925,0.308054,1
44,6.84091,3.54545,0.627907,1
270,5.37778,4.31481,0.383609,1
47,5.80851,3.57447,0.556777,1
294,6.72109,4.70408,0.448887,1
100,5.67,3.68,0.527337,1
55,6.01818,3.52727,0.58006,1
403,5.10422,4.49876,0.314536,1
57,6.12281,3.52632,0.587393,1
254,5,4.1811,0.36378,1
11,6.90909,3.09091,0.697368,1
39,6.48718,3.64103,0.592885,1
89,5.58427,3.89888,0.480885,1
51,6.70588,3.43137,0.637427,1
16,7.625,3.3125,0.696721,1
23,7,3.34783,0.664596,1
92,5.69565,3.75,0.517176,1
456,5.39474,4.91009,0.275203,1
11,8.72727,2.90909,0.78125,1
388,4.8866,4.36598,0.311181,1
118,4.99153,4.4661,0.305603,1
58,6.2931,3.58621,0.589041,1
376,4.99202,4.46277,0.30634,1
115,5.37391,3.81739,0.475728,1
70,5.82857,3.54286,0.563725,1
394,5.08376,4.49239,0.31303,1
128,5.07812,3.75,0.458462,1
58,5.68966,3.55172,0.551515,1
713,4.99579,4.87377,0.224593,1
646,4.83591,4.6161,0.252241,1
78,5.75641,3.53846,0.55902,1
44,5.93182,3.45455,0.586207,1
52,5.80769,3.5,0.569536,1
274,5.19343,4.19708,0.384399,1
299,5.2709,4.37793,0.359137,1
65,5.73846,3.64615,0.538874,1
376,5.31117,4.72606,0.298448,1
73,5.21918,3.47945,0.524934,1
6,11.8333,2.83333,0.84507,1
867,5.08304,4.9827,0.216474,1
77,5.98701,3.63636,0.559653,1
507,6.26233,5.50099,0.28126,1
496,5.27823,4.82863,0.274637,1
43,6.39535,3.51163,0.607273,1
56,6.32143,3.55357,0.596045,1
52,5.90385,3.32692,0.605863,1
66,6.22727,3.68182,0.569343,1
61,5.4918,3.34426,0.573134,1
622,4.91318,4.75884,0.234948,1
90,5.73333,3.85556,0.501938,1
168,5.08333,3.94048,0.421546,1
106,5.22642,3.64151,0.494585,1
375,5.32,4.704,0.303759,1
14,7.71429,3.14286,0.722222,1
55,5.96364,3.41818,0.594512,1
109,5.74312,3.68807,0.531949,1
273,4.94505,4.27106,0.338519,1
2,11,2,0.909091,1
383,4.95039,4.42037,0.309072,1
9,10,2.88889,0.811111,1
102,5.64706,3.85294,0.494792,1
8,8,2.75,0.78125,1
68,6.13235,3.76471,0.549161,1
412,5.23786,4.57282,0.317887,1
112,5.54464,3.71429,0.510467,1
72,6.08333,3.58333,0.575342,1
22,7.27273,3.27273,0.6875,1
69,5.81159,3.52174,0.566085,1
17,7.70588,3.17647,0.717557,1
1,11,1,1,1
262,5.32824,4.25954,0.388252,1
60,6.23333,3.48333,0.601604,1
100,5.89,3.69,0.543294,1
61,6.06557,3.47541,0.591892,1
87,6.13793,3.63218,0.571161,1
273,5.32967,4.43956,0.354639,1
233,5.12876,4.02575,0.410042,1
93,5.34409,3.60215,0.513078,1
257,5.48249,4.54086,0.354152,1
122,5.7623,3.86066,0.503556,1
51,6.47059,3.47059,0.618182,1
45,6.26667,3.55556,0.592199,1
12,9,3.08333,0.768519,1
73,5.91781,3.68493,0.546296,1
94,5.51064,3.75532,0.5,1
126,5.23016,3.7619,0.471927,1
433,5.10162,4.57968,0.298325,1
523,6.09178,5.38432,0.280289,1
175,5.4,4.20571,0.406349,1
49,6.63265,3.5102,0.621538,1
64,5.82812,3.40625,0.587131,1
125,5.08,3.696,0.469291,1
333,5.26426,4.49249,0.336566,1
499,6.26253,5.49499,0.28224,1
107,5.2243,4.54206,0.322004,1
67,5.77612,3.53731,0.560724,1
290,5.0931,4.16207,0.379147,1
58,6.2069,3.53448,0.591667,1
63,5.63492,3.46032,0.56338,1
97,5.37113,3.69072,0.49904,1
68,5.80882,3.44118,0.579747,1
145,5.32414,3.84828,0.465026,1
273,5.25641,4.32967,0.366551,1
805,5.0236,4.96273,0.211177,1
37,7.08108,3.37838,0.664122,1
67,5.70149,3.44776,0.570681,1
433,5.27945,4.6582,0.307087,1
130,5.53846,4,0.458333,1
46,6.21739,3.47826,0.601399,1
57,5.24561,3.38596,0.545151,1
61,6.57377,4,0.543641,1
304,4.88158,4.02961,0.37938,1
285,5.12632,4.23158,0.36961,1
557,4.93178,4.65171,0.259556,1
59,6.15254,3.69492,0.561983,1
39,7.17949,3.41026,0.664286,1
62,6.04839,3.43548,0.597333,1
62,5.8871,3.62903,0.553425,1
87,5.71264,3.5977,0.545272,1
39,6.66667,3.46154,0.630769,1
76,6.18421,3.82895,0.542553,1
60,6.21667,3.53333,0.592493,1
79,5.5443,3.64557,0.522831,1
32,6.90625,3.34375,0.660633,1
74,6,3.83784,0.527027,1
62,6.54839,3.83871,0.566502,1
155,5.44516,4.13548,0.424171,1
91,5.87912,3.8022,0.523364,1
15,7.4,3.2,0.702703,1
287,4.87805,3.99652,0.385714,1
33,6.63636,3.30303,0.652968,1
142,5.55634,3.98592,0.462611,1
35,6.17143,3.25714,0.634259,1
397,4.8262,4.34005,0.307933,1
61,6.14754,3.55738,0.584,1
45,5.93333,3.48889,0.580524,1
170,5.07059,3.98235,0.411833,1
66,6.15152,3.81818,0.541872,1
261,5.30651,4.25287,0.387004,1
201,5.52736,4.20896,0.419442,1
179,5.50838,4.18436,0.421907,1
109,5.78899,4,0.481775,1
9,10.4444,3.11111,0.797872,1
23,7.43478,3.17391,0.707602,1
54,6.12963,3.68519,0.561934,1
106,5.10377,3.63208,0.484288,1
50,6.04,3.5,0.586093,1
71,5.90141,3.53521,0.570406,1
37,6.91892,3.35135,0.660156,1
73,5.91781,3.49315,0.578704,1
67,5.8806,3.41791,0.588832,1
150,5.34667,3.96,0.446384,1
107,5.47664,3.85047,0.479522,1
160,5.3125,4.0375,0.428235,1
181,5.06077,4.08287,0.39083,1
137,5.64964,3.9927,0.470284,1
126,5.3254,3.76984,0.479881,1
43,6.37209,3.39535,0.624088,1
152,5.44737,4.05263,0.439614,1
95,5.48421,3.71579,0.504798,1
174,5.12069,3.94253,0.425365,1
6,10.3333,2.83333,0.822581,1
63,6.12698,3.71429,0.556995,1
8,9.5,3,0.789474,1
221,4.66063,3.87783,0.382524,1
32,6.125,3.28125,0.627551,1
32,6.125,3.28125,0.627551,1
64,5.5,3.42188,0.559659,1
44,6.04545,3.34091,0.612782,1
136,5.32353,3.96324,0.44337,1
158,5.28481,3.92405,0.446707,1
69,5.63768,3.55072,0.547558,1
151,5.13245,3.90728,0.433548,1
310,4.97742,4.30645,0.33571,1
32,6.5,3.3125,0.644231,1
135,5.63704,4.04444,0.459921,1
9,9.33333,3.11111,0.77381,1
54,6.35185,3.7037,0.574344,1
119,5.5042,3.82353,0.487023,1
132,5.83333,4.05303,0.476623,1
55,5.67273,3.23636,0.605769,1
50,6.72,3.76,0.589286,1
151,5.40397,4.01325,0.442402,1
76,5.46053,3.38158,0.563855,1
8,5.625,3.125,0.622222,1
356,5.01966,4.5,0.302742,1
280,5.24643,4.28571,0.373724,1
31,7.25806,3.87097,0.604444,1
61,5.7377,3.47541,0.568571,1
43,5.2093,3.23256,0.571429,1
97,5.59794,3.65979,0.524862,1
573,5.00698,4.71728,0.257581,1
25,7.4,3.4,0.675676,1
68,5.52941,3.44118,0.558511,1
61,6.45902,3.62295,0.593909,1
8,7.5,2.75,0.766667,1
43,6.44186,3.53488,0.606498,1
65,6.23077,3.76923,0.555556,1
422,4.75118,4.33175,0.298753,1
302,5.07616,4.11921,0.385519,1
190,5.22632,4.08947,0.408862,1
73,5.90411,3.68493,0.545244,1
267,5.27715,4.2809,0.378282,1
61,6.40984,3.63934,0.588235,1
174,5.13218,4.06897,0.402016,1
60,5.85,3.53333,0.566952,1
63,5.57143,3.42857,0.564103,1
63,6.12698,3.71429,0.556995,1
175,5.16571,3.96571,0.425885,1
107,5.65421,3.83178,0.499174,1
342,5.28363,4.49708,0.338129,1
265,5.2,4.35849,0.354136,1
275,5.34545,4.32,0.378912,1
69,6.14493,3.68116,0.563679,1
53,6.30189,3.64151,0.580838,1
65,6.32308,3.8,0.557178,1
571,4.90193,4.54816,0.27617,1
286,5.18531,4.23427,0.376264,1
58,5.75862,3.46552,0.571856,1
174,5.13793,4.01724,0.412752,1
374,4.96791,4.32888,0.329925,1
55,6.03636,3.6,0.569277,1
139,5.1295,3.84892,0.4446,1
71,6.16901,3.57746,0.582192,1
3,9,2.33333,0.851852,1
90,5.78889,3.72222,0.52975,1
56,6.07143,3.64286,0.564706,1
130,5.02308,3.78462,0.445636,1
3,10.3333,2.33333,0.870968,1
11,8.72727,2.90909,0.78125,1
34,6.82353,3.29412,0.663793,1
34,6.73529,3.58824,0.615721,1
128,6.03906,4.13281,0.481242,1
15,7.46667,3.2,0.705357,1
399,5.18797,4.64662,0.297101,1
30,6.4,3.33333,0.635417,1
1,19,1,1,1
52,6,3.34615,0.608974,1
39,6.58974,3.35897,0.642023,1
72,6.04167,3.72222,0.549425,1
112,5.27679,3.74107,0.480541,1
248,5.24597,4.21371,0.387394,1
16,8.4375,3.1875,0.740741,1
41,6.09756,3.43902,0.6,1
51,6.58824,3.62745,0.60119,1
2,28,2,0.964286,1
57,5.5614,3.36842,0.574132,1
54,5.53704,3.44444,0.558528,1
25,7.64,3.4,0.685864,1
34,6.61765,3.20588,0.666667,1
74,5.82432,3.60811,0.552204,1
16,8.4375,3.1875,0.740741,1
166,5.14458,4.06024,0.405152,1
167,5.2515,3.98204,0.432155,1
126,5.46825,3.88889,0.471698,1
2,16.5,2,0.939394,1
49,5.83673,4.34694,0.426573,1
485,5.4268,4.7567,0.307751,1
97,5.76289,3.86598,0.502683,1
67,6.1194,3.70149,0.558537,1
465,5.56129,4.86667,0.304718,1
172,5.02907,3.97674,0.408092,1
41,6.87805,3.34146,0.659574,1
96,5.20833,3.83333,0.456,1
68,6.13235,3.64706,0.568345,1
141,5.20567,4.03546,0.416894,1
57,5.89474,3.59649,0.559524,1
53,6.62264,3.64151,0.60114,1
72,6.13889,3.80556,0.542986,1
46,5.5,3.34783,0.573123,1
74,5.86486,3.58108,0.559908,1
156,4.99359,3.71154,0.456996,1
137,5.06569,3.64964,0.476945,1
79,5.94937,3.65823,0.553191,1
7,10.2857,2.85714,0.819444,1
10,8.8,3.3,0.738636,1
16,9,3.0625,0.770833,1
82,5.54878,3.57317,0.536264,1
3,13,2.33333,0.897436,0
262,4.79389,4.01527,0.371019,0
4,12.5,2.5,0.88,0
113,4.97345,3.61947,0.47331,0
122,4.58197,3.54098,0.445438,0
70,5.78571,3.6,0.550617,0
50,5.7,3.3,0.596491,0
146,5.67808,3.79452,0.507841,0
