num_rules,average_rule_length,average_rule_usage,stddev_rule_length,stddev_rule_usage,proportion_terminal_characters,spam
376,5.31117,4.72606,60.6662,3.47054,0.158679,1
73,5.21918,3.47945,25.9067,1.46754,0.40404,1
6,11.8333,2.83333,21.5439,1.34371,0.810811,1
867,5.08304,4.9827,86.516,4.61652,0.1004,1
77,5.98701,3.63636,31.7206,1.72385,0.423645,1
507,6.26233,5.50099,95.0343,4.37397,0.170063,1
496,5.27823,4.82863,68.0851,3.54648,0.142489,1
43,6.39535,3.51163,27.8719,1.47652,0.518634,1
56,6.32143,3.55357,31.914,1.49904,0.507212,1
52,5.90385,3.32692,27.4606,1.25148,0.523944,1
66,6.22727,3.68182,33.9575,1.68917,0.465209,1
61,5.4918,3.34426,23.8552,1.31055,0.432432,1
622,4.91318,4.75884,67.6634,3.98264,0.106182,1
90,5.73333,3.85556,32.5265,1.69024,0.364276,1
168,5.08333,3.94048,34.9936,2.14282,0.256776,1
106,5.22642,3.64151,32.379,1.92397,0.378453,1
375,5.32,4.704,60.951,3.35028,0.167172,1
14,7.71429,3.14286,20.6032,1.2454,0.696429,1
55,5.96364,3.41818,27.2343,1.44211,0.464286,1
109,5.74312,3.68807,35.8732,1.94038,0.399281,1
273,4.94505,4.27106,44.6948,2.71405,0.186912,1
2,11,2,5,1.41421,0.769231,1
383,4.95039,4.42037,52.8637,2.99622,0.158293,1
9,10,2.88889,21.2341,1.24226,0.752577,1
102,5.64706,3.85294,35.0645,1.93724,0.367742,1
8,8,2.75,11.9478,1.19896,0.588235,1
68,6.13235,3.76471,33.0934,1.79965,0.438697,1
412,5.23786,4.57282,61.5524,3.05484,0.166991,1
112,5.54464,3.71429,35.8304,1.83434,0.395262,1
72,6.08333,3.58333,33.8143,1.58771,0.466667,1
22,7.27273,3.27273,21.6253,1.35451,0.552764,1
69,5.81159,3.52174,28.5481,1.38427,0.42037,1
17,7.70588,3.17647,16.9003,1.31665,0.534091,1
1,11,1,0,1,1,1
262,5.32824,4.25954,48.5916,2.95019,0.232718,1
60,6.23333,3.48333,28.4531,1.54371,0.457317,1
100,5.89,3.69,35.3211,1.94779,0.406091,1
61,6.06557,3.47541,28.2087,1.53758,0.445122,1
87,6.13793,3.63218,36.9781,1.7526,0.453195,1
273,5.32967,4.43956,50.0663,2.69734,0.184417,1
233,5.12876,4.02575,35.6592,2.31328,0.21463,1
93,5.34409,3.60215,28.7527,1.4857,0.355649,1
257,5.48249,4.54086,54.3462,2.86045,0.227335,1
122,5.7623,3.86066,40.5691,2.24819,0.384365,1
51,6.47059,3.47059,26.5044,1.5192,0.468966,1
45,6.26667,3.55556,27.1018,1.39929,0.498507,1
12,9,3.08333,23.2164,1.32025,0.734513,1
73,5.91781,3.68493,31.601,1.81604,0.422182,1
94,5.51064,3.75532,29.4401,1.80829,0.343958,1
126,5.23016,3.7619,35.4898,1.82326,0.352208,1
433,5.10162,4.57968,61.0047,3.20742,0.15849,1
523,6.09178,5.38432,92.4361,4.36673,0.169482,1
175,5.4,4.20571,43.8647,2.25717,0.270995,1
49,6.63265,3.5102,31.8079,1.72168,0.528796,1
64,5.82812,3.40625,26.3234,1.45472,0.441532,1
125,5.08,3.696,31.79,1.75145,0.329646,1
333,5.26426,4.49249,54.8744,3.10779,0.179604,1
499,6.26253,5.49499,94.1367,4.49799,0.171595,1
107,5.2243,4.54206,30.874,3.89771,0.121376,1
67,5.77612,3.53731,26.8171,1.46428,0.420543,1
290,5.0931,4.16207,40.9776,2.69187,0.177947,1
58,6.2069,3.53448,31.2342,1.62115,0.5,1
63,5.63492,3.46032,26.3423,1.37235,0.436681,1
97,5.37113,3.69072,30.3965,1.76951,0.348525,1
68,5.80882,3.44118,30.3248,1.489,0.490364,1
145,5.32414,3.84828,36.8289,2.0505,0.326067,1
273,5.25641,4.32967,48.9921,3.06423,0.219258,1
805,5.0236,4.96273,80.4115,4.43194,0.0932213,1
37,7.08108,3.37838,29.8214,1.43039,0.572368,1
67,5.70149,3.44776,26.3626,1.54324,0.437751,1
433,5.27945,4.6582,59.1367,3.67515,0.153678,1
130,5.53846,4,39.5737,2.20489,0.340206,1
46,6.21739,3.47826,27.5483,1.49984,0.502924,1
57,5.24561,3.38596,23.0965,1.40493,0.441734,1
61,6.57377,4,34.9142,1.94599,0.43083,1
304,4.88158,4.02961,39.4965,2.49917,0.177939,1
285,5.12632,4.23158,48.2474,2.94613,0.218712,1
557,4.93178,4.65171,64.6803,3.53425,0.124781,1
59,6.15254,3.69492,28.5905,1.60248,0.427673,1
39,7.17949,3.41026,31.2811,1.52278,0.575851,1
62,6.04839,3.43548,27.1355,1.42128,0.449799,1
62,5.8871,3.62903,26.7474,1.66785,0.393762,1
87,5.71264,3.5977,31.4215,1.78087,0.399116,1
39,6.66667,3.46154,28.4437,1.50803,0.509317,1
76,6.18421,3.82895,35.2001,1.91523,0.426421,1
60,6.21667,3.53333,27.6846,1.55421,0.432485,1
79,5.5443,3.64557,29.3878,1.66527,0.32299,1
32,6.90625,3.34375,26.6005,1.44934,0.591093,1
74,6,3.83784,33.8255,1.87463,0.430939,1
62,6.54839,3.83871,34.8854,1.66746,0.459082,1
155,5.44516,4.13548,40.1819,2.27065,0.279906,1
91,5.87912,3.8022,34.2042,1.67542,0.388889,1
15,7.4,3.2,19.6733,1.4,0.629032,1
287,4.87805,3.99652,38.4288,2.21178,0.183673,1
33,6.63636,3.30303,23.7829,1.30233,0.541667,1
142,5.55634,3.98592,39.5479,2.11961,0.328533,1
35,6.17143,3.25714,23.2974,1.32757,0.548,1
397,4.8262,4.34005,51.422,2.91789,0.157796,1
61,6.14754,3.55738,31.3551,1.51522,0.483444,1
45,5.93333,3.48889,23.0347,1.43174,0.440341,1
170,5.07059,3.98235,38.0748,2.12955,0.266917,1
66,6.15152,3.81818,32.7281,1.83327,0.441767,1
261,5.30651,4.25287,48.8699,3.12468,0.238646,1
201,5.52736,4.20896,48.4718,2.07115,0.280723,1
179,5.50838,4.18436,44.2658,2.25215,0.282225,1
109,5.78899,4,38.0374,2.02507,0.347032,1
9,10.4444,3.11111,23.181,1.3287,0.742574,1
23,7.43478,3.17391,24.4324,1.22127,0.596059,1
54,6.12963,3.68519,28.6938,1.64231,0.438679,1
106,5.10377,3.63208,28.2322,1.65019,0.282328,1
50,6.04,3.5,27.995,1.67631,0.491667,1
71,5.90141,3.53521,30.1849,1.58631,0.454373,1
37,6.91892,3.35135,28.8485,1.40878,0.580756,1
73,5.91781,3.49315,30.716,1.5494,0.459559,1
67,5.8806,3.41791,30.5446,1.47263,0.50108,1
150,5.34667,3.96,36.7842,2.1966,0.296112,1
107,5.47664,3.85047,34.3428,2.09719,0.361183,1
160,5.3125,4.0375,39.9483,2.15025,0.29426,1
181,5.06077,4.08287,38.683,2.33252,0.242877,1
137,5.64964,3.9927,38.6513,2.1982,0.329412,1
126,5.3254,3.76984,36.4652,1.93613,0.363431,1
43,6.37209,3.39535,26.1943,1.34059,0.383408,1
152,5.44737,4.05263,40.8997,2.01895,0.303586,1
95,5.48421,3.71579,29.1937,1.79569,0.34927,1
174,5.12069,3.94253,36.8866,2.23533,0.275436,1
6,10.3333,2.83333,18.6339,1.34371,0.796875,1
63,6.12698,3.71429,31.7353,1.79884,0.441478,1
8,9.5,3,19.8431,1.32288,0.769231,1
221,4.66063,3.87783,35.5613,2.35791,0.228141,1
32,6.125,3.28125,20.9996,1.3284,0.478599,1
32,6.125,3.28125,20.9996,1.3284,0.478599,1
64,5.5,3.42188,27.0278,1.42308,0.472422,1
44,6.04545,3.34091,24.8605,1.49154,0.522436,1
136,5.32353,3.96324,36.1412,2.12965,0.310145,1
158,5.28481,3.92405,38.2267,2.32636,0.30801,1
69,5.63768,3.55072,28.671,1.60647,0.44375,1
151,5.13245,3.90728,35.7593,1.89754,0.281643,1
310,4.97742,4.30645,47.913,2.8725,0.183298,1
32,6.5,3.3125,23.2675,1.28544,0.51145,1
135,5.63704,4.04444,39.2603,2.21231,0.323176,1
9,9.33333,3.11111,20.3906,1.40984,0.714286,1
54,6.35185,3.7037,30.5912,1.64012,0.474699,1
119,5.5042,3.82353,36.5977,1.83407,0.360452,1
132,5.83333,4.05303,42.4791,2.37191,0.344925,1
55,5.67273,3.23636,26.3101,1.16718,0.519231,1
50,6.72,3.76,32.8974,1.84997,0.486486,1
151,5.40397,4.01325,39.4928,2.05387,0.305673,1
76,5.46053,3.38158,27.3267,1.42318,0.428571,1
8,5.625,3.125,6.32332,1.45237,0.301075,1
356,5.01966,4.5,52.0759,3.03768,0.151668,1
280,5.24643,4.28571,49.6308,3.01493,0.230575,1
31,7.25806,3.87097,28.6176,1.87069,0.511278,1
61,5.7377,3.47541,28.0543,1.33191,0.46934,1
43,5.2093,3.23256,13.2289,1.28203,0.344086,1
97,5.59794,3.65979,34.0305,1.77257,0.416667,1
573,5.00698,4.71728,67.5287,3.83499,0.122432,1
25,7.4,3.4,25.4386,1.92873,0.589623,1
68,5.52941,3.44118,23.8546,1.69239,0.417495,1
61,6.45902,3.62295,34.1533,1.62626,0.50431,1
8,7.5,2.75,14.1774,1.19896,0.71875,1
43,6.44186,3.53488,28.4787,1.47615,0.529968,1
65,6.23077,3.76923,33.0983,1.79974,0.442913,1
422,4.75118,4.33175,49.149,3.27549,0.126558,1
302,5.07616,4.11921,47.6792,3.10293,0.224033,1
190,5.22632,4.08947,37.8434,2.59501,0.241811,1
73,5.90411,3.68493,30.3329,1.65833,0.390365,1
267,5.27715,4.2809,48.4986,3.33797,0.226327,1
61,6.40984,3.63934,33.2573,1.82454,0.48218,1
174,5.13218,4.06897,36.4233,2.03585,0.224656,1
60,5.85,3.53333,28.28,1.55421,0.459584,1
63,5.57143,3.42857,27.2348,1.43885,0.460465,1
63,6.12698,3.71429,31.7353,1.79884,0.441478,1
175,5.16571,3.96571,39.1857,2.19193,0.279797,1
107,5.65421,3.83178,36.2783,1.95264,0.373762,1
342,5.28363,4.49708,56.4248,3.54977,0.193784,1
265,5.2,4.35849,47.0275,2.77179,0.202574,1
275,5.34545,4.32,51.8227,3.21634,0.22903,1
69,6.14493,3.68116,33.3324,1.83361,0.452652,1
53,6.30189,3.64151,30.4684,1.7001,0.486216,1
65,6.32308,3.8,34.335,1.707,0.457086,1
571,4.90193,4.54816,62.6292,3.35741,0.12996,1
286,5.18531,4.23427,50.349,2.9443,0.232888,1
58,5.75862,3.46552,27.3233,1.34184,0.471605,1
174,5.13793,4.01724,38.7689,2.23729,0.264137,1
374,4.96791,4.32888,53.1853,2.74619,0.180188,1
55,6.03636,3.6,28.8482,1.47833,0.476071,1
139,5.1295,3.84892,33.4848,2.01224,0.297373,1
71,6.16901,3.57746,31.698,1.51204,0.447368,1
3,9,2.33333,9.89949,1.37437,0.851852,1
90,5.78889,3.72222,32.4751,1.90338,0.328181,1
56,6.07143,3.64286,28.4592,1.54028,0.45933,1
130,5.02308,3.78462,31.4385,1.85632,0.296939,1
3,10.3333,2.33333,11.7851,1.37437,0.870968,1
11,8.72727,2.90909,21.2735,1.20261,0.773196,1
34,6.82353,3.29412,27.7091,1.36186,0.606299,1
34,6.73529,3.58824,25.8187,1.64706,0.509025,1
128,6.03906,4.13281,44.7213,2.49177,0.353276,1
15,7.46667,3.2,19.1272,1.35154,0.632,1
399,5.18797,4.64662,58.0438,3.35015,0.147305,1
30,6.4,3.33333,22.4048,1.37437,0.54955,1
1,19,1,0,1,1,1
52,6,3.34615,27.5897,1.22293,0.506667,1
39,6.58974,3.35897,21.9273,1.50192,0.452055,1
72,6.04167,3.72222,32.8711,2.04275,0.442593,1
112,5.27679,3.74107,33.1035,1.83101,0.356784,1
248,5.24597,4.21371,45.2482,3.12229,0.228054,1
16,8.4375,3.1875,23.906,1.23586,0.675676,1
41,6.09756,3.43902,24.97,1.38896,0.46729,1
51,6.58824,3.62745,31.8804,1.91445,0.501241,1
2,28,2,26,1.41421,0.964286,1
57,5.5614,3.36842,25.9852,1.39084,0.481481,1
54,5.53704,3.44444,24.7938,1.34256,0.456284,1
25,7.64,3.4,27.4268,1.42829,0.615023,1
34,6.61765,3.20588,24.9682,1.23144,0.592885,1
74,5.82432,3.60811,31.8571,1.79953,0.457692,1
16,8.4375,3.1875,23.906,1.23586,0.675676,1
166,5.14458,4.06024,38.2939,2.27002,0.258788,1
167,5.2515,3.98204,38.6488,2.285,0.284962,1
126,5.46825,3.88889,36.4578,2.06721,0.328947,1
2,16.5,2,14.5,1.41421,0.939394,1
49,5.83673,4.34694,25.4329,2.78517,0.235977,1
485,5.4268,4.7567,70.0778,4.08575,0.166907,1
97,5.76289,3.86598,34.9671,1.91644,0.377181,1
67,6.1194,3.70149,27.7964,2.31488,0.366987,1
465,5.56129,4.86667,74.3927,3.76821,0.172807,1
172,5.02907,3.97674,37.0917,2.17532,0.261095,1
41,6.87805,3.34146,30.536,1.43323,0.598071,1
96,5.20833,3.83333,30.0433,1.63087,0.30604,1
68,6.13235,3.64706,27.7096,2.26069,0.381029,1
141,5.20567,4.03546,36.3268,2.21187,0.271277,1
57,5.89474,3.59649,26.281,1.52591,0.416851,1
53,6.62264,3.64151,32.644,1.66648,0.50358,1
72,6.13889,3.80556,34.5194,1.91948,0.442804,1
46,5.5,3.34783,20.2471,1.28904,0.414286,1
74,5.86486,3.58108,30.4015,1.56832,0.444241,1
156,4.99359,3.71154,31.2897,1.82928,0.18117,1
137,5.06569,3.64964,30.5782,1.74712,0.190339,1
79,5.94937,3.65823,33.8627,1.67926,0.442177,1
7,10.2857,2.85714,19.4842,1.30149,0.766234,1
10,8.8,3.3,18.7606,1.73494,0.656566,1
16,9,3.0625,27.1109,1.24844,0.74,1
82,5.54878,3.57317,27.0317,1.60054,0.364179,1
3,13,2.33333,15.5563,1.37437,0.897436,0
262,4.79389,4.01527,37.9909,2.19293,0.105216,0
4,12.5,2.5,10.7121,1.32288,0.571429,0
113,4.97345,3.61947,25.5473,1.83775,0.218212,0
122,4.58197,3.54098,22.537,1.63541,0.210482,0
70,5.78571,3.6,26.9348,1.69369,0.384483,0
50,5.7,3.3,19.9442,1.48661,0.374449,0
146,5.67808,3.79452,41.3129,1.99286,0.294406,0
190,4.92105,3.97368,36.1654,2.50144,0.222892,0
336,5.01488,4.3244,50.8697,2.62068,0.182285,0
226,4.83628,3.93363,39.151,2.25577,0.240896,0
125,5.528,3.792,34.3785,2.05444,0.311192,0
83,5.56627,3.56627,25.9755,1.83469,0.325916,0
87,5.47126,3.55172,29.2986,1.57026,0.398119,0
43,6.06977,3.27907,23.4723,1.25431,0.5,0
110,4.70909,3.47273,24.1922,1.59948,0.279228,0
55,6.25455,3.58182,29.5002,1.71825,0.380414,0
79,5.56962,3.62025,27.709,1.63664,0.345185,0
99,4.9697,3.52525,22.3681,1.6382,0.230916,0
37,7,3.59459,29.6675,1.46968,0.541528,0
25,6.84,3.08,21.8882,1.14612,0.595,0
136,5.55147,3.76471,37.0613,1.97869,0.296789,0
51,5.84314,3.47059,22.4799,1.53205,0.356108,0
198,5.18182,4.04545,37.9201,2.45422,0.242964,0
205,4.79512,3.86341,31.7712,2.08967,0.181319,0
71,5.85915,3.46479,28.3699,1.54127,0.42959,0
391,4.58056,4.18159,45.4997,2.81079,0.127298,0
135,5.13333,3.71111,31.5505,1.67051,0.271144,0
112,5.49107,3.65179,34.7015,1.67817,0.363429,0
59,6.0678,3.49153,26.5693,1.54999,0.447983,0
141,5.21986,3.89362,34.4721,2.05665,0.272652,0
60,5.76667,3.51667,23.3348,1.51098,0.358456,0
56,6.05357,3.53571,28.7231,1.5232,0.462441,0
91,5.64835,3.73626,30.9506,1.69897,0.339744,0
53,6.01887,3.4717,26.6348,1.44201,0.463054,0
164,4.57317,3.70732,26.3078,1.86422,0.184337,0
112,5.38393,3.70536,30.3678,1.83536,0.331492,0
45,5.4,3.28889,14.1616,1.26706,0.307018,0
204,5.09314,4.05392,38.0043,2.42981,0.213662,0
149,5.16779,3.87919,35.2731,2.04123,0.287279,0
157,5.10191,3.74522,34.5916,1.7681,0.265996,0
58,5.63793,3.37931,24.7189,1.34968,0.448931,0
113,5.61947,3.90265,35.5762,1.90233,0.323498,0
477,5,4.53249,59.183,3.36331,0.141186,0
54,5.5,3.46296,20.9415,1.43647,0.344538,0
52,5.71154,3.42308,17.4051,1.44577,0.315498,0
58,5.55172,3.48276,18.6725,1.51135,0.295681,0
11,10.2727,3.09091,21.9342,1.34533,0.671642,0
139,5.00719,3.66906,25.8753,1.96695,0.242537,0
38,5.94737,3.44737,18.2439,1.46355,0.337563,0
109,5.3945,3.74312,32.1096,1.85187,0.317582,0
11,8.18182,2.81818,16.5079,1.15351,0.666667,0
205,4.90244,3.93659,36.5049,2.19886,0.21597,0
242,4.99174,4.12397,40.7263,2.50477,0.198333,0
31,5.51613,3.22581,17.0953,1.22368,0.455357,0
7,9.85714,2.85714,14.227,1.30149,0.651163,0
36,6.02778,3.38889,17.1796,1.35969,0.335897,0
54,5.62963,3.31481,24.3739,1.28847,0.458974,0
72,5.625,3.59722,27.3574,1.57815,0.394928,0
50,6.4,3.5,30.0872,1.48661,0.52139,0
23,6.65217,3.21739,19.1598,1.19624,0.551351,0
26,6.84615,3.07692,19.9551,1.14095,0.558559,0
75,5.08,3.52,25.3355,1.51314,0.375734,0
105,5.1619,3.64762,28.8398,1.86946,0.297297,0
6,11.3333,2.66667,19.1369,1.24722,0.805556,0
11,8.09091,2.81818,16.2226,1.15351,0.663462,0
46,5.95652,3.3913,24.6206,1.45181,0.449315,0
5,13.4,2.8,22.8,1.4,0.852941,0
79,5.78481,3.53165,31.0564,1.6864,0.443869,0
191,5.41885,3.93194,41.9987,2.06075,0.271584,0
299,5.33779,4.31438,51.8999,2.65739,0.202409,0
108,5.43519,3.77778,31.8931,1.82236,0.340047,0
28,7.32143,3.32143,26.1234,1.36417,0.585774,0
41,6.58537,3.34146,27.897,1.28992,0.54717,0
42,6.5,3.69048,26.4928,1.80592,0.462428,0
47,6.2766,3.38298,24.5658,1.35353,0.485411,0
121,5.15702,3.87603,32.2167,1.67663,0.300654,0
110,5.23636,3.84545,28.7585,2.02344,0.255588,0
18,8.61111,3.05556,26.7751,1.22348,0.728395,0
370,4.8973,4.38919,52.3791,3.0509,0.166418,0
37,6.54054,3.45946,25.4246,1.35755,0.515358,0
231,4.88745,4.12987,37.1582,2.43984,0.158285,0
26,6.42308,3.15385,20.5411,1.19911,0.587302,0
18,8,3.11111,22.4301,1.2862,0.650307,0
62,5.32258,3.54839,20.6396,1.57273,0.303887,0
225,4.81333,3.99111,35.186,2.27155,0.185102,0
89,5.23596,3.70787,27.7011,1.72687,0.345622,0
140,5.00714,3.85,31.8231,2.02458,0.259673,0
36,6.55556,3.25,22.7967,1.23322,0.495208,0
38,6.26316,3.39474,23.9832,1.34828,0.5,0
15,7.4,2.93333,15.7894,1.15277,0.59854,0
5,14.4,2.8,21.9235,1.4,0.797468,0
48,5.66667,3.47917,19.6069,1.51368,0.345372,0
131,4.89313,3.70229,29.7558,1.74389,0.295876,0
38,6.34211,3.28947,24.6163,1.25463,0.522034,0
106,5.16981,3.5566,28.4029,1.51147,0.327423,0
35,6.25714,3.25714,23.4574,1.21521,0.54902,0
33,6.57576,3.27273,24.1435,1.36566,0.572581,0
54,5.94444,3.51852,25.9932,1.51218,0.428241,0
44,5.84091,3.5,18.5459,1.45384,0.323789,0
39,5.74359,3.30769,16.2018,1.33309,0.338384,0
96,6.02083,3.77083,34.7056,1.59739,0.387578,0
492,4.69715,4.35569,53.0919,3.23056,0.117773,0
252,5.19444,4.2619,46.1375,2.58561,0.195347,0
98,4.93878,3.59184,21.5164,1.90508,0.244421,0
222,5.04054,4.01802,34.9725,2.32682,0.195728,0
4,13.75,2.5,20.3516,1.32288,0.890909,0
22,6.90909,3.13636,19.9269,1.21713,0.564516,0
38,6.47368,3.39474,22.2246,1.56507,0.479876,0
40,5.975,3.375,16.8708,1.35439,0.338028,0
65,5.52308,3.36923,24.7119,1.51981,0.401961,0
162,5.07407,3.87037,36.411,1.96933,0.294312,0
135,5.01481,3.65926,30.5139,1.96888,0.292011,0
58,5.55172,3.5,24.2147,1.40504,0.429612,0
123,5.17886,3.84553,31.6878,1.89365,0.259964,0
64,5.70312,3.60938,27.2601,1.48553,0.419492,0
191,5.2199,4.23037,41.4883,2.45681,0.235586,0
52,6.07692,3.5,26.8857,1.59928,0.441805,0
13,7.84615,3.07692,16.9199,1.23796,0.614754,0
48,5.9375,3.33333,24.1017,1.50462,0.487324,0
173,4.56069,3.62428,27.7454,1.6719,0.198225,0
55,5.76364,3.27273,25.4908,1.24979,0.489796,0
90,5.13333,3.71111,27.9775,1.87524,0.315029,0
264,4.88258,4.14773,42.6848,2.50397,0.197755,0
162,4.98765,3.80864,34.6084,2.04738,0.268441,0
322,4.86646,4.2764,47.7911,2.73487,0.17643,0
329,5.11246,4.5076,54.2172,2.98895,0.16423,0
8,11.25,3,23.3493,1.41421,0.770833,0
154,5.0974,3.86364,35.3307,1.98719,0.291773,0
586,4.64676,4.44198,57.2417,3.44794,0.0970847,0
16,8.0625,3,20.9507,1.1726,0.655405,0
5,11,2.6,18,1.28062,0.839286,0
393,4.43511,4.0458,39.5419,2.66643,0.116816,0
36,6.58333,3.61111,25.774,1.45827,0.420588,0
61,5.57377,3.45902,25.1119,1.57931,0.428894,0
101,5.36634,3.60396,29.0918,1.7439,0.314189,0
203,4.7734,3.76355,34.225,2.07216,0.245192,0
110,5.15455,3.9,31.6932,1.90191,0.298436,0
25,7.28,3.32,25.2563,1.44831,0.616915,0
37,6.72973,3.48649,27.3838,1.39733,0.511401,0
94,5.19149,3.52128,27.8844,1.5349,0.35755,0
10,9.5,2.8,19.5819,1.16619,0.693694,0
51,6.80392,3.58824,31.6029,1.56777,0.508274,0
412,4.32282,4.02184,38.0315,2.77506,0.104159,0
133,5.14286,3.77444,32.0334,2.0597,0.320448,0
9,9.66667,2.77778,18.2452,1.18113,0.68932,0
109,5.26606,3.84404,30.8713,1.95206,0.307692,0
212,4.83019,4.04245,37.6071,2.31139,0.214609,0
286,4.96503,4.36713,46.3292,2.81259,0.16528,0
43,5.72093,3.34884,17.29,1.37052,0.350242,0
29,7.27586,3.31034,24.3734,1.30261,0.525547,0
170,4.82353,3.7,32.5051,1.6868,0.203495,0
246,4.79675,4.07724,37.3408,2.49514,0.150802,0
305,4.72787,4.03279,39.0001,2.20035,0.15314,0
35,6.6,3.42857,17.9574,1.38946,0.352657,0
3,13.3333,2.33333,16.0278,1.37437,0.9,0
38,6.23684,3.36842,23.1806,1.4034,0.512195,0
57,5.68421,3.49123,25.1767,1.50581,0.421296,0
391,4.81586,4.34527,51.3105,3.07094,0.149779,0
66,6.10606,3.59091,29.9034,1.66039,0.431227,0
174,4.76437,3.86207,31.365,1.97788,0.211637,0
37,6.27027,3.45946,17.6339,1.47217,0.338942,0
328,4.95122,4.27439,48.9506,2.76151,0.177191,0
556,4.83813,4.53957,61.4757,3.68404,0.124827,0
30,7.26667,3.36667,24.5315,1.32874,0.523132,0
38,5.94737,3.39474,16.7331,1.40562,0.334158,0
252,4.97222,4.15079,42.4897,2.60057,0.211618,0
43,6,3.30233,25.4613,1.34743,0.542662,0
183,4.54098,3.70492,20.623,1.79718,0.150336,0
40,6.975,3.525,30.4306,1.54899,0.551084,0
81,6.02469,3.74074,33.8843,1.91986,0.376238,0
49,6,3.44898,25.2829,1.55919,0.462766,0
161,4.90683,3.78261,31.9794,1.91495,0.244111,0
14,7.78571,2.85714,17.3419,1.12486,0.638462,0
94,5.18085,3.67021,27.0681,1.69723,0.329609,0
138,5.0942,3.77536,30.3654,2.08868,0.254372,0
81,5.35802,3.53086,22.0282,1.66731,0.279951,0
131,5.0229,3.76336,31.8514,1.94713,0.279509,0
252,5.19841,4.23413,46.8922,2.6028,0.221774,0
274,5.16788,4.25182,48.7162,2.63997,0.217842,0
38,6,3.31579,22.5412,1.2999,0.522388,0
38,5.84211,3.39474,17.7831,1.42422,0.334184,0
171,4.97076,3.9883,35.7541,2.32829,0.248716,0
5,11.8,2.6,19.1039,1.28062,0.85,0
10,8.7,2.8,17.1933,1.16619,0.669903,0
106,4.91509,3.50943,25.3117,1.46175,0.286195,0
52,5.90385,3.51923,26.2109,1.5253,0.457143,0
30,6.2,3.1,13.5902,1.16476,0.427083,0
135,5.58519,3.96296,36.185,2.2007,0.308362,0
38,6.18421,3.26316,23.4934,1.29135,0.530249,0
18,8.27778,3.16667,24.4377,1.34371,0.662651,0
145,4.82759,3.65517,26.8398,1.81518,0.21414,0
34,6.17647,3.23529,23.1294,1.2141,0.536,0
43,5.60465,3.37209,14.8279,1.35584,0.302832,0
38,5.81579,3.31579,17.3188,1.33978,0.342784,0
85,5.56471,3.64706,31.3686,1.7164,0.382716,0
100,5.69,3.77,31.3381,1.91758,0.315335,0
131,5.22137,3.77099,32.4779,1.88633,0.3,0
38,5.73684,3.18421,16.4488,1.21081,0.36,0
3,20,2.33333,24.7521,1.37437,0.918033,0
36,7,3.36111,28.4097,1.45588,0.566102,0
35,6.34286,3.48571,18.2035,1.45153,0.335821,0
129,5.41085,4.12403,37.089,2.11494,0.28613,0
61,5.36066,3.37705,22.0722,1.50043,0.299835,0
37,6.16216,3.40541,18.4002,1.45118,0.349246,0
78,5.84615,3.71795,30.5786,1.77517,0.365269,0
66,5.5,3.48485,23.7763,1.47958,0.339012,0
55,5.56364,3.38182,25.3734,1.29321,0.478142,0
18,7.44444,2.94444,19.3311,1.12902,0.642857,0
121,5.03306,3.73554,28.4137,1.70206,0.270165,0
69,5.62319,3.53623,25.5565,1.80241,0.357983,0
83,6.01205,3.85542,33.3613,2.00981,0.386431,0
49,5.5102,3.36735,17.916,1.44553,0.331183,0
77,4.88312,3.45455,10.5609,1.45981,0.198514,0
63,5.5873,3.47619,25.7168,1.42936,0.433628,0
37,6.32432,3.27027,23.4752,1.50941,0.496689,0
92,5.45652,3.77174,29.2212,1.82437,0.235238,0
152,5.03947,3.875,32.9017,1.97455,0.257031,0
157,4.75159,3.75796,30.3793,2.13524,0.236762,0
5,11.4,2.6,16.4146,1.28062,0.765625,0
44,6.22727,3.25,23.803,1.43218,0.487465,0
133,5.55639,3.97744,37.5615,2.02602,0.295435,0
47,6.44681,3.34043,27.3759,1.44069,0.539106,0
24,7,3.20833,20.7204,1.22404,0.583756,0
48,6.35417,3.3125,28.1132,1.29351,0.52861,0
7,11.4286,2.71429,19.6095,1.22057,0.755556,0
28,6.75,3.21429,20.6754,1.2637,0.531381,0
89,5.61798,3.7191,31.6002,1.80815,0.381093,0
572,4.7465,4.58566,61.3637,3.51838,0.110317,0
346,4.90462,4.35549,49.8638,2.81474,0.16579,0
258,5.01938,4.21705,43.6722,2.55167,0.199485,0
39,6.17949,3.38462,17.5702,1.36091,0.347418,0
25,6.4,3.04,18.3368,1.13066,0.493213,0
64,5.79688,3.59375,29.2597,1.58823,0.451542,0
70,6,3.7,32.6256,1.54319,0.428571,0
110,5.40909,3.81818,31.4056,1.93147,0.287588,0
79,5.32911,3.5443,26.2605,1.51196,0.352,0
37,6.40541,3.32432,24.1151,1.36667,0.511864,0
115,5.66957,4.06087,38.2463,2.05907,0.330396,0
349,5.16905,4.26648,54.6732,2.87127,0.178447,0
38,6.10526,3.44737,18.1381,1.42713,0.339024,0
39,6.10256,3.33333,17.6516,1.2976,0.356796,0
53,6.03774,3.41509,27.4666,1.3727,0.502618,0
44,6,3.40909,23.5053,1.35375,0.467456,0
70,5.81429,3.7,30.6041,1.60668,0.417625,0
151,5.43046,4.09272,38.6774,2.27235,0.264816,0
35,6.71429,3.34286,26.4646,1.40291,0.558394,0
190,5.15263,4.05263,37.0433,2.24015,0.217676,0
125,5.248,3.808,32.4182,1.88551,0.306225,0
