num_rules,average_rule_length,average_rule_usage,stddev_rule_length,stddev_rule_usage,proportion_terminal_characters,spam
124,4.98387,3.6371,27.5605,1.80651,0.243719,0
90,5.25556,3.54444,24.8482,1.82672,0.300863,0
55,5.36364,3.29091,19.8754,1.32353,0.330078,0
30,6.1,3.33333,18.4506,1.37437,0.356467,0
27,8,3.37037,29.6173,1.53111,0.633333,0
96,5.58333,3.98958,30.5357,1.93377,0.303659,0
104,5.54808,3.95192,30.8404,1.98736,0.285111,0
15,7.93333,3.13333,20.342,1.52169,0.649254,0
83,5.26506,3.53012,24.7669,1.6779,0.326149,0
62,5.67742,3.6129,27.1904,1.73535,0.422222,0
8,9.625,2.875,16.5449,1.26861,0.666667,0
29,5.62069,3.10345,13.76,1.16988,0.362989,0
51,5.98039,3.54902,23.9677,1.66644,0.358607,0
46,6.06522,3.3913,26.3788,1.24199,0.505988,0
30,5.9,3.3,16.69,1.36991,0.356436,0
34,5.97059,3.38235,19.2468,1.45551,0.36858,0
30,6.33333,3.36667,18.8367,1.40198,0.368421,0
149,4.98658,3.79866,26.13,1.83362,0.207908,0
208,5.21635,4.14423,42.459,2.38955,0.239711,0
119,5.18487,3.86555,32.1229,1.8761,0.3,0
8,9.625,2.875,16.5449,1.26861,0.666667,0
14,7.42857,2.85714,16.2776,1.12486,0.609375,0
31,6.58065,3.19355,20.6332,1.24225,0.525097,0
117,5.05128,3.52991,25.6701,1.67981,0.262689,0
66,5.57576,3.66667,25.8797,1.81186,0.372816,0
28,7.03571,3.32143,24.072,1.36417,0.545455,0
25,6.84,3.36,19.7376,1.42492,0.387543,0
13,7.69231,2.84615,15.2032,1.13315,0.575758,0
8,9.75,2.875,16.8727,1.26861,0.670213,0
22,8.22727,3.13636,23.825,1.21713,0.600897,0
13,8.69231,2.92308,18.2899,1.17418,0.624113,0
223,4.57848,3.7713,30.0056,2.16198,0.177533,0
151,5.10596,3.83444,34.8682,1.78266,0.26902,0
191,4.91099,4.01047,37.0855,2.21014,0.226875,0
137,4.84672,3.75912,28.0827,1.91813,0.20155,0
178,5.23596,3.84831,37.0578,2.00127,0.264303,0
66,5.19697,3.37879,20.7695,1.45399,0.324042,0
13,9.07692,3.15385,19.4163,1.37819,0.612245,0
8,9.625,2.875,16.5449,1.26861,0.666667,0
16,6.75,2.875,14.8303,1.11102,0.561151,0
88,5.05682,3.46591,25.4171,1.4767,0.336283,0
233,5.0515,4.1588,42.8736,2.42495,0.212223,0
102,4.84314,3.47059,24.8141,1.43285,0.243952,0
65,5.61538,3.49231,26.069,1.38812,0.357394,0
70,5.8,3.51429,25.294,1.57428,0.348485,0
36,5.94444,3.36111,16.5814,1.33651,0.329923,0
54,6.07407,3.5,22.8553,1.686,0.331615,0
106,5,3.53774,25.1966,1.63208,0.289037,0
131,4.37405,3.45802,18.3238,1.56663,0.16459,0
8,9.625,2.875,16.5449,1.26861,0.666667,0
17,6.41176,2.94118,14.9433,1.13607,0.554745,0
179,5.15642,3.91061,39.1208,2.28374,0.267287,0
10,9.9,2.9,22.7088,1.22066,0.776699,0
22,7,3.40909,20.1517,1.37044,0.517949,0
88,5.64773,3.81818,32.0986,1.75516,0.348739,0
31,6.35484,3.32258,20.4396,1.26713,0.468165,0
47,6.29787,3.55319,26.5113,1.44853,0.466844,0
133,5.35338,3.87218,35.5761,2.03693,0.31339,0
80,5.825,3.75,30.9725,1.92678,0.364444,0
10,10.1,3,23.9685,1.26491,0.764151,0
7,11.7143,2.85714,23.795,1.30149,0.831325,0
53,5.09434,3.39623,18.768,1.4516,0.309524,0
50,5.42,3.32,16.9034,1.28748,0.315682,0
80,5.2875,3.5625,27.425,1.71642,0.379791,0
109,5.22018,3.63303,28.0201,1.74082,0.245004,0
9,8.77778,2.77778,15.8309,1.18113,0.670213,0
25,5.88,3.08,13.5744,1.14612,0.355805,0
169,4.99408,3.82249,28.2473,2.10336,0.183317,0
89,5.4382,3.60674,30.2346,1.60139,0.378378,0
28,6.57143,3.28571,18.086,1.38505,0.373832,0
34,5.35294,3.23529,14.3258,1.32972,0.31085,0
32,5.9375,3.28125,16.0447,1.35172,0.333333,0
43,5.69767,3.39535,19.2469,1.56472,0.318386,0
46,6.06522,3.3913,23.446,1.45181,0.472067,0
9,8.88889,2.77778,16.1414,1.18113,0.680851,0
7,12,2.71429,22.0843,1.22057,0.8,0
327,5.12844,4.33028,52.5027,2.82157,0.194123,0
23,6.95652,3.13043,21.7805,1.20882,0.616667,0
108,5.18519,3.58333,29.7782,1.6337,0.319318,0
41,6.36585,3.53659,26.8253,1.4914,0.508091,0
80,5.65,3.7125,29.5445,1.73345,0.34712,0
87,5.24138,3.56322,26.8551,1.60603,0.364632,0
27,6.59259,3.33333,19.0501,1.40106,0.372168,0
75,5.54667,3.56,23.8771,1.77193,0.291667,0
34,5.67647,3.29412,16.0344,1.34009,0.329513,0
109,5.56881,3.95413,35.4565,2.14983,0.333724,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0
15,6.6,2.86667,14.0561,1.11754,0.546154,0
297,5.12458,4.33333,49.7011,2.82187,0.197549,0
191,5,3.93717,37.2316,2.052,0.188969,0
46,5.97826,3.43478,20.6224,1.49858,0.359031,0
79,5.4557,3.6962,24.9246,1.71998,0.33642,0
154,5.0974,3.88961,35.2495,2.03719,0.272218,0
4,14,2.5,12.9808,1.32288,0.666667,0
62,6.29032,3.67742,30.9617,2.03814,0.444444,0
165,5.1697,4,36.7809,2.24958,0.257369,0
263,4.85171,4.09506,39.011,2.57631,0.182898,0
211,4.98104,4.08057,35.2326,2.41307,0.191774,0
326,4.85276,4.1411,46.223,2.59749,0.184463,0
95,5.43158,3.91579,30.5988,1.92032,0.317819,0
90,5.3,3.6,28.102,1.91369,0.330163,0
36,5.72222,3.30556,15.2818,1.32957,0.321149,0
87,5.32184,3.54023,27.1748,1.82136,0.328804,0
131,4.8855,3.67939,31.1514,2.01811,0.314472,0
156,5.25,3.95513,39.4198,2.1314,0.308887,0
4,12.75,2.5,15.2705,1.32288,0.789474,0
13,8.84615,3,18.683,1.20894,0.635714,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0
12,7.83333,2.83333,17.2619,1.14261,0.699029,0
76,5.43421,3.55263,25.9673,1.73505,0.328336,0
46,6.1087,3.41304,24.4702,1.27818,0.449735,0
46,5.58696,3.34783,21.6941,1.35482,0.440828,0
173,4.79191,3.80925,31.5258,1.90179,0.227002,0
214,4.76168,3.81776,34.6385,2.07555,0.207481,0
191,4.65969,3.78534,29.9444,2.0146,0.20056,0
29,6.72414,3.10345,22.7428,1.30898,0.587719,0
68,5.04412,3.27941,17.4284,1.40216,0.348148,0
9,9.66667,2.88889,18.3182,1.24226,0.686275,0
11,8.45455,2.90909,16.6862,1.20261,0.595041,0
41,6.65854,3.53659,27.4205,1.70505,0.5,0
92,5.69565,3.78261,33.0611,1.79265,0.380682,0
236,4.83051,4.05508,38.0596,2.45319,0.194703,0
33,5.69697,3.09091,11.746,1.15112,0.386364,0
145,5.37241,3.93793,36.0676,2.09999,0.274922,0
47,5.6383,3.29787,19.9023,1.42044,0.345815,0
118,5.04237,3.66949,28.0316,1.71264,0.244115,0
34,6.23529,3.17647,20.3803,1.24784,0.498195,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0
26,5.34615,3.11538,10.6408,1.15449,0.297872,0
168,4.82143,3.70833,29.7816,1.80064,0.216068,0
79,5.59494,3.46835,30.0554,1.52892,0.420784,0
123,4.90244,3.72358,28.6289,1.86015,0.280335,0
14,6.35714,3,8.77991,1.19523,0.38125,0
64,6.04688,3.54688,30.6137,1.45698,0.448,0
23,7.3913,3.30435,23.1906,1.2135,0.5625,0
454,4.95595,4.46256,56.4391,3.28756,0.133307,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0
17,7.70588,2.94118,14.5916,1.13607,0.505155,0
89,5.34831,3.65169,28.0453,1.79012,0.326975,0
17,7.17647,2.94118,18.2378,1.13607,0.597315,0
26,6.46154,3.30769,21.3131,1.29405,0.553846,0
356,4.77809,4.19944,43.5609,2.59366,0.146316,0
123,4.77236,3.49593,23.983,1.82072,0.253623,0
139,4.98561,3.63309,28.5629,1.76147,0.282627,0
18,8.88889,3.11111,27.6805,1.24226,0.730539,0
129,4.68217,3.64341,25.0945,1.80567,0.205469,0
148,5.11486,3.72297,34.0654,1.8953,0.291838,0
46,5.32609,3.28261,16.0164,1.36195,0.324826,0
49,5.69388,3.5102,23.021,1.55999,0.40625,0
269,4.58364,3.92565,36.6281,2.23649,0.155184,0
71,5.42254,3.49296,23.6867,1.60434,0.329114,0
86,5.16279,3.4186,26.0312,1.57351,0.337625,0
57,5.84211,3.52632,26.0908,1.68174,0.341772,0
176,5.13636,3.92614,36.8264,2.24373,0.26355,0
129,4.65891,3.56589,24.4694,1.69058,0.205479,0
56,6.14286,3.58929,27.3831,1.83981,0.432609,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0
13,7.69231,2.84615,17.4417,1.13315,0.617886,0
110,4.53636,3.54545,19.4093,1.70367,0.196413,0
82,5.14634,3.56098,21.4095,1.66819,0.279683,0
178,5.1236,4.02247,37.2119,2.14883,0.25067,0
106,5.64151,3.85849,35.7568,1.85024,0.35585,0
112,5.53571,3.82143,32.056,1.82353,0.284644,0
270,4.67407,3.98148,38.8061,2.38429,0.171547,0
62,5.37097,3.40323,24.0344,1.28841,0.363636,0
44,5.81818,3.43182,17.5296,1.42059,0.328918,0
217,4.53917,3.76959,29.1797,2.20961,0.173363,0
187,4.75936,3.87701,30.6193,2.15343,0.190373,0
69,5.97101,3.53623,30.0883,1.53302,0.44052,0
21,7.52381,3.33333,21.606,1.33927,0.573684,0
57,6.05263,3.57895,28.2044,1.61623,0.461538,0
58,5.7931,3.41379,25.3546,1.41463,0.43459,0
8,9.75,2.875,16.8727,1.26861,0.670213,0
13,7.53846,2.84615,17.478,1.13315,0.691589,0
27,6.37037,3.14815,20.7224,1.16122,0.564356,0
69,5.17391,3.3913,22.4409,1.66566,0.339823,0
63,5.39683,3.50794,22.8449,1.62689,0.334559,0
23,6.82609,3.17391,20.525,1.22127,0.566138,0
16,8.0625,3.0625,20.4159,1.24844,0.631579,0
23,7.13043,3.26087,20.7287,1.4361,0.541063,0
12,9.08333,3,19.4485,1.22474,0.653846,0
362,4.78177,4.25967,47.8095,2.90341,0.15508,0
253,4.75099,4.03953,38.955,2.40931,0.182855,0
78,5.39744,3.61538,25.1973,1.48696,0.343354,0
29,6.24138,3.24138,21.6948,1.2361,0.565854,0
8,9.75,2.75,16.9245,1.19896,0.695652,0
14,7.21429,2.85714,16.8827,1.12486,0.652174,0
141,5.35461,3.88652,35.316,2.03024,0.296422,0
13,9,3,20.6099,1.27098,0.654676,0
64,5.28125,3.42188,20.727,1.47696,0.343985,0
37,6.54054,3.51351,20.463,1.45419,0.369727,0
13,8.38462,3.07692,14.2372,1.29861,0.458101,0
30,5.3,3.13333,11.2254,1.17568,0.324232,0
44,5.63636,3.15909,22.3292,1.147,0.515152,0
8,9.875,2.75,17.2514,1.19896,0.698925,0
21,5.7619,2.95238,9.91346,1.11168,0.39604,0
71,5.67606,3.64789,25.9397,1.76506,0.325265,0
70,5.38571,3.51429,23.4717,1.60128,0.308282,0
36,6.13889,3.16667,21.3062,1.21335,0.518116,0
8,9.75,2.75,16.9245,1.19896,0.695652,0
12,8.41667,2.83333,19.4955,1.14261,0.711712,0
16,6.6875,3,16.6272,1.1726,0.585938,0
8,10.5,2.75,15.5,1.19896,0.660377,0
127,5.04724,3.74803,30.7466,1.77679,0.268382,0
39,6.17949,3.25641,20.9565,1.28538,0.458084,0
8,9.875,2.75,17.2514,1.19896,0.698925,0
14,7.35714,3,17.1239,1.19523,0.585938,0
745,4.54362,4.45503,60.4853,3.49568,0.0841985,0
54,5.53704,3.46296,23.9813,1.3432,0.423469,0
88,5.09091,3.40909,24.7908,1.60706,0.332863,0
79,5.46835,3.43038,24.3751,1.45987,0.292326,0
40,6.5,3.325,24.4581,1.34884,0.498507,0
33,6.60606,3.24242,24.9993,1.26803,0.56917,0
53,5.56604,3.43396,20.8512,1.40094,0.395238,0
9,10.2222,2.77778,19.8762,1.18113,0.716981,0
21,5.90476,3.04762,11.3553,1.15372,0.352174,0
28,7.78571,3.53571,28.7245,1.45116,0.554717,0
262,4.97328,4.18702,43.5232,2.53964,0.174953,0
408,4.97549,4.51225,54.7312,3.31217,0.140736,0
8,9.75,2.75,16.8727,1.19896,0.688172,0
16,6.5,3.0625,15.3989,1.19733,0.546154,0
133,5.57895,3.96992,36.0885,2.15015,0.291107,0
877,4.49487,4.47206,64.1671,3.89421,0.0684681,0
104,5.20192,3.51923,28.7734,1.62895,0.338182,0
54,5.48148,3.2037,23.5692,1.20769,0.483607,0
112,5.11607,3.5625,27.7719,1.46861,0.316722,0
59,5.40678,3.20339,22.6776,1.18292,0.439535,0
178,4.80899,3.8764,31.2602,2.02135,0.195455,0
31,6.19355,3.19355,20.8085,1.24225,0.53913,0
56,6.14286,3.66071,28.3092,1.62872,0.434298,0
43,6.30233,3.27907,25.8875,1.21666,0.516418,0
16,6.625,2.875,16.1279,1.11102,0.589147,0
8,9.75,2.75,16.8727,1.19896,0.688172,0
178,5.15169,4.01685,32.8284,2.27461,0.196993,0
62,6.53226,3.79032,33.9989,1.55685,0.451362,0
39,6.89744,3.61538,26.8125,1.61904,0.475783,0
31,6.32258,3.29032,22.0474,1.38409,0.536481,0
79,5.44304,3.67089,23.1313,1.87739,0.305014,0
69,6.10145,3.78261,27.7035,1.89101,0.322535,0
173,5.31214,4.01734,38.3518,2.03431,0.216703,0
191,4.93194,3.95812,33.3068,2.19073,0.219441,0
16,7.375,3.0625,17.302,1.19733,0.598592,0
8,9.75,2.75,16.8727,1.19896,0.688172,0
16,6.625,2.875,16.1279,1.11102,0.589147,0
387,4.83979,4.33333,51.065,2.85435,0.156342,0
42,5.80952,3.40476,18.3397,1.41522,0.341289,0
9,10.2222,2.88889,20.5793,1.24226,0.700935,0
20,7.35,3,19.2569,1.14018,0.581522,0
33,6.72727,3.21212,23.9371,1.28529,0.564394,0
157,4.94904,3.89172,32.7655,2.10574,0.234909,0
13,7.61538,2.84615,16.312,1.13315,0.619835,0
9,9.66667,2.77778,18.3182,1.18113,0.70297,0
70,5.42857,3.54286,26.5769,1.46078,0.398422,0
364,4.77747,4.28571,48.6748,2.90995,0.151718,0
65,5.49231,3.49231,19.6109,1.43176,0.234094,0
111,4.75676,3.5045,22.8095,1.40382,0.266809,0
87,5.11494,3.51724,23.7605,1.43328,0.316084,0
54,5.16667,3.2963,20.0534,1.25653,0.403646,0
45,6.31111,3.71111,25.481,1.7272,0.439024,0
76,5.53947,3.63158,27.3609,1.81254,0.343168,0
20,7.2,3.15,18.0072,1.19478,0.51269,0
124,5.31452,3.79032,33.4419,1.74723,0.306262,0
80,6.0875,3.5875,33.0807,1.71533,0.446571,0
202,5.13366,4.08911,39.8589,2.25853,0.234659,0
119,4.60504,3.52101,19.4782,1.68208,0.212147,0
26,5.26923,3.11538,9.40768,1.18733,0.265372,0
8,9.875,2.75,17.2006,1.19896,0.691489,0
202,5.13366,4.08911,39.8589,2.25853,0.234659,0
254,4.67717,4,37.8177,2.31394,0.192325,0
3,10,2.33333,5.09902,1.37437,0.590909,0
59,5.49153,3.49153,25.0263,1.56089,0.41844,0
105,5.24762,3.8,26.8079,1.89686,0.22098,0
8,9.75,2.75,16.8727,1.19896,0.688172,0
15,6.93333,3,16.3482,1.18322,0.573643,0
159,5.08176,3.87421,33.9011,2.14928,0.263316,0
10,9.4,2.8,19.0116,1.16619,0.703704,0
14,7.42857,3,17.377,1.19523,0.608,0
66,5.92424,3.5303,27.2143,1.54939,0.415584,0
77,5.28571,3.46753,26.364,1.37779,0.390991,0
215,5.1907,4.33953,44.628,2.43732,0.215718,0
677,5.29099,4.9483,82.9899,4.10896,0.0853361,0
614,4.73127,4.57655,62.4565,3.81193,0.109837,0
102,5.38235,3.67647,31.5144,1.54768,0.273538,0
201,5.03483,3.96517,39.2493,2.23913,0.24985,0
12,7.75,2.83333,16.7686,1.14261,0.67619,0
13,7.53846,2.92308,16.0605,1.17418,0.579365,0
201,5.03483,3.96517,39.2493,2.23913,0.24985,0
145,4.97241,3.8,32.7648,1.84241,0.201149,0
48,6.08333,3.375,26.399,1.30104,0.486339,0
45,6.06667,3.33333,25.0301,1.2561,0.491228,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0
13,7.53846,3,16.3501,1.20894,0.55814,0
79,5.48101,3.55696,27.1432,1.63232,0.373183,0
220,4.9,3.97273,38.2692,2.3835,0.233738,0
37,5.97297,3.2973,21.356,1.25988,0.49635,0
38,6.26316,3.39474,23.6451,1.42422,0.477273,0
39,6.25641,3.4359,24.786,1.4375,0.510274,0
110,5.18182,3.59091,29.4332,1.59143,0.334507,0
29,6.44828,3.13793,21.5096,1.15144,0.555556,0
52,6.71154,3.78846,30.7192,1.67947,0.439655,0
100,5.27,3.52,30.3542,1.55872,0.402047,0
62,5.72581,3.5,24.7876,1.5,0.326264,0
71,5.12676,3.35211,18.9298,1.5161,0.35368,0
25,5.2,3.04,8.05481,1.13066,0.256494,0
221,4.37104,3.71041,27.6477,1.72087,0.134778,0
83,5.71084,3.6988,28.4785,1.54635,0.324675,0
62,5.59677,3.48387,23.0228,1.64358,0.389899,0
99,5.38384,3.62626,23.7422,1.88071,0.305369,0
19,6.84211,3.10526,17.786,1.23095,0.56962,0
10,9.5,2.8,19.3093,1.16619,0.712963,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0
16,6.6875,3.0625,16.8846,1.19733,0.578125,0
47,6.29787,3.44681,24.3616,1.30968,0.4677,0
81,5.60494,3.7037,27.1533,1.99347,0.313333,0
38,5.26316,3.07895,12.3686,1.1328,0.389068,0
191,4.45026,3.67539,27.1302,1.63226,0.187086,0
194,5.17526,4.05155,40.8112,2.10239,0.1937,0
29,6.7931,3.2069,21.2479,1.25614,0.538462,0
30,7.43333,3.46667,23.9968,1.52169,0.517361,0
337,5.02967,4.40653,49.9925,2.863,0.155575,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0
16,6.5,3,15.3867,1.1726,0.55814,0
2,16.5,2,13.5,1.41421,0.911765,0
39,6,3.38462,22.7235,1.39808,0.489583,0
60,5.8,3.48333,27.3775,1.53288,0.44921,0
17,9.23529,3.23529,21.9103,1.64601,0.569378,0
108,5.40741,3.75,30.0638,2.18634,0.294057,0
181,4.8895,3.79558,34.1627,1.99784,0.218696,0
75,5.54667,3.50667,27.9654,1.68026,0.423006,0
151,5.21192,3.89404,33.7511,2.12414,0.252343,0
49,6.65306,3.4898,30.5204,1.66135,0.532637,0
26,6.34615,3.26923,20.3488,1.28774,0.527363,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0
16,6.4375,2.9375,15.145,1.14394,0.576,0
49,6.65306,3.4898,30.5204,1.66135,0.532637,0
76,5.89474,3.68421,30.2462,1.7786,0.354136,0
24,6.75,3.08333,19.2943,1.15169,0.562814,0
326,4.22086,3.89264,29.8972,2.4352,0.120244,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0
15,7.06667,2.93333,17.1093,1.15277,0.596899,0
189,4.7619,3.77778,18.2058,1.9756,0.164835,0
153,5.18954,3.81699,33.5942,2.12959,0.273343,0
159,5.20126,3.88679,34.6172,2.24163,0.26267,0
170,5.12353,3.86471,35.4716,2.22273,0.264463,0
162,5.0679,3.82716,34.1473,2.10402,0.255454,0
860,4.47791,4.45,60.2651,3.73059,0.0657347,0
867,4.45444,4.44637,60.0683,3.81088,0.0650298,0
144,5.09028,3.70833,30.8072,1.89618,0.269866,0
433,4.77136,4.29792,51.2135,3.0942,0.14966,0
446,5.08296,4.62108,61.2454,3.52727,0.152372,0
17,9.23529,3.23529,21.9103,1.64601,0.569378,0
172,4.72093,3.6686,29.8843,1.8365,0.23087,0
54,5.64815,3.31481,22.46,1.38543,0.41958,0
522,5.01149,4.37165,62.7891,2.83245,0.114027,0
90,5.5,3.8,28.2899,1.72047,0.32058,0
72,5.75,3.45833,24.6772,1.54504,0.375594,0
29,6.51724,3.17241,21.5256,1.16172,0.56,0
62,4.85484,3.27419,21.5331,1.29726,0.428954,0
10,9.5,2.8,19.3093,1.16619,0.706422,0
102,5.07843,3.71569,25.8266,1.83312,0.257754,0
35,4.71429,3.14286,9.86066,1.18666,0.234987,0
62,4.85484,3.27419,21.5331,1.29726,0.428954,0
379,4.62797,4.2533,44.1586,2.79308,0.140545,0
186,4.83871,3.8871,32.1043,2.23442,0.205899,0
209,4.63158,3.90431,31.0455,2.21682,0.175158,0
183,4.81967,3.91803,31.6836,2.16375,0.202208,0
180,5.01111,3.98333,35.8182,2.02066,0.225448,0
147,4.97959,3.82993,31.3914,1.99276,0.263333,0
85,5.38824,3.65882,28.2285,1.79577,0.3625,0
114,5.50877,3.90351,35.5193,1.88703,0.336353,0
174,4.83333,3.75287,28.3703,2.06277,0.182093,0
126,5.22222,3.7381,30.3459,1.87794,0.276991,0
25,6.88,3.32,20.683,1.30292,0.520548,0
101,5.15842,3.57426,29.6934,1.69359,0.264975,0
63,5.55556,3.36508,25.4732,1.38932,0.453725,0
18,6.83333,2.94444,16.5806,1.12902,0.578947,0
121,5.00826,3.78512,28.3323,1.92292,0.263725,0
8,10,2.75,17.2554,1.19896,0.702128,0
15,6.86667,2.86667,15.3052,1.11754,0.576923,0
266,4.58647,4.01128,35.4251,2.48829,0.147587,0
17,9.23529,3.23529,21.9103,1.64601,0.569378,0
20,6.8,2.9,19.7853,1.09087,0.671233,0
26,6,3.15385,16.0743,1.19911,0.497512,0
102,5.43137,3.88235,32.1096,1.77838,0.249042,0
8,10,2.75,17.5784,1.19896,0.702128,0
173,5.33526,3.94798,39.4088,2.32545,0.283849,0
81,5.76543,3.5679,31.895,1.64383,0.430233,0
44,6.11364,3.29545,25.0111,1.27171,0.497041,0
292,4.66438,4.06507,40.5347,2.34504,0.16148,0
17,9.23529,3.23529,21.9103,1.64601,0.569378,0
123,4.97561,3.6748,29.259,1.74838,0.286148,0
157,4.81529,3.77707,28.6416,1.99394,0.204473,0
26,6.46154,3.23077,18.041,1.24985,0.493274,0
8,10,2.75,17.5784,1.19896,0.702128,0
18,6,2.94444,14.8137,1.12902,0.557252,0
86,5.66279,3.67442,28.1976,1.83279,0.330334,0
15,6.86667,2.86667,15.3139,1.11754,0.576923,0
8,10,2.75,17.5784,1.19896,0.702128,0
17,7.76471,3.35294,18.6564,1.55076,0.491979,0
64,5.5,3.51562,26.7757,1.36922,0.421634,0
6,11.8333,3,18.4699,1.52753,0.719512,0
20,7.35,3.05,21.9574,1.20312,0.654321,0
42,5.78571,3.2381,21.1362,1.15077,0.465625,0
10,8.1,3.3,17.9691,1.41774,0.644444,0
8,9.75,2.75,19.0181,1.19896,0.752941,0
33,4.63636,3.0303,9.58161,1.10055,0.271293,0
8,10.125,2.75,17.9056,1.19896,0.705263,0
203,5.0936,4.0197,36.6171,2.32667,0.215676,0
247,4.86235,3.98381,38.3489,2.40524,0.194631,0
16,8,3,21.1926,1.1726,0.685714,0
129,4.71318,3.63566,24.9129,1.78902,0.202877,0
81,5.08642,3.50617,21.5247,1.57624,0.233781,0
8,10,2.75,17.5784,1.19896,0.702128,0
45,6.24444,3.53333,23.4162,1.4922,0.353066,0
120,4.775,3.69167,24.4307,1.9442,0.184502,0
65,5.81538,3.55385,28.9024,1.72342,0.447257,0
75,5.36,3.54667,24.2149,1.44954,0.305797,0
11,9.63636,2.81818,22.5762,1.15351,0.761062,0
8,10,2.75,17.5285,1.19896,0.694737,0
52,5.76923,3.48077,22.0773,1.40727,0.396752,0
204,4.4951,3.76961,27.1218,2.02941,0.143439,0
164,4.71341,3.79878,26.9568,2.05468,0.180046,0
167,5.05389,3.93413,34.4697,2.04336,0.246004,0
353,4.93768,4.32861,50.2202,2.87653,0.172382,0
17,9.23529,3.23529,21.9103,1.64601,0.569378,0
139,5.43165,3.89928,36.6692,2.15512,0.293578,0
10,9.7,2.8,19.905,1.16619,0.718182,0
21,6.90476,3.2381,16.0917,1.35944,0.485149,0
7,11.7143,2.71429,19.6011,1.22057,0.736842,0
15,6.86667,2.86667,15.3139,1.11754,0.576923,0
45,4.88889,3.17778,10.7066,1.24345,0.249489,0
142,5.11972,3.80282,28.9598,2.0288,0.229588,0
94,5.85106,3.71277,33.2601,1.86583,0.36152,0
130,5.54615,3.8,33.8958,1.86217,0.292863,0
17,9.82353,3.23529,23.9687,1.64601,0.58371,0
214,4.66355,3.85514,29.8043,2.06722,0.177849,0
244,4.96721,4.04098,42.8604,2.37955,0.225853,0
95,5.42105,3.68421,29.1676,1.74575,0.325407,0
107,5.3271,3.70093,31.6396,1.78108,0.341019,0
169,5.08876,3.90533,36.2625,1.97242,0.272526,0
17,6.29412,2.88235,14.9578,1.10519,0.572519,0
8,10,2.75,17.5285,1.19896,0.694737,0
337,4.56973,4.0178,30.703,2.52988,0.128407,0
309,4.34951,3.88026,33.7877,2.3133,0.12476,0
187,5.10695,3.91444,38.8638,2.23682,0.270806,0
81,6.09877,3.65432,31.6538,1.8302,0.410898,0
77,4.96104,3.4026,22.0574,1.32665,0.369606,0
8,11.25,3.25,20.7771,1.63936,0.654545,0
40,4.375,3.025,9.79206,1.08369,0.240409,0
10,8.9,2.9,20.3688,1.22066,0.769231,0
34,4.58824,3,9.36865,1.08465,0.272446,0
8,10,2.75,17.5285,1.19896,0.694737,0
9,9.11111,2.88889,15.1397,1.24226,0.65,0
21,8.57143,3.47619,27.4184,1.31363,0.603774,0
17,7.11765,3.23529,19.7332,1.32972,0.614815,0
207,4.27053,3.68599,27.3113,1.95306,0.150321,0
17,9.23529,3.23529,21.9103,1.64601,0.569378,0
20,7.25,2.95,18.6892,1.11692,0.609195,0
19,5.94737,2.94737,12.2924,1.12267,0.496732,0
31,7.16129,3.45161,25.0768,1.57273,0.536765,0
24,7.41667,3.29167,21.0276,1.24094,0.544248,0
135,5.05926,3.71852,29.2655,1.68721,0.250396,0
111,5.01802,3.62162,24.4949,1.61387,0.226962,0
107,5.17757,3.66355,29.82,1.77966,0.301908,0
29,7.48276,3.27586,28.0709,1.29712,0.604,0
8,10,2.75,17.5285,1.19896,0.694737,0
19,5.52632,2.89474,13.1083,1.09519,0.522727,0
75,5.18667,3.46667,24.2029,1.43139,0.356021,0
108,5.81481,3.93519,36.6725,2.17423,0.320619,0
44,6.45455,3.5,27.8449,1.3899,0.487395,0
16,7.8125,3.125,22.0006,1.36359,0.684211,0
8,10,2.75,17.5285,1.19896,0.694737,0
19,5.52632,2.89474,13.1083,1.09519,0.522727,0
16,7.8125,3.125,22.0006,1.36359,0.684211,0
27,6.40741,3.22222,20.5377,1.27172,0.548544,0
103,4.99029,3.48544,25.803,1.7591,0.283205,0
9,9.88889,2.77778,18.9,1.18113,0.701923,0
12,7.75,2.83333,16.151,1.14261,0.596639,0
36,6.08333,3.27778,19.9977,1.4646,0.453642,0
206,5,3.99029,37.0714,2.3586,0.234561,0
50,6.36,3.46,28.6725,1.57747,0.493671,0
17,9.23529,3.23529,21.9103,1.64601,0.569378,0
36,7.36111,3.77778,31.2118,1.65179,0.525478,0
9,9,2.77778,16.452,1.18113,0.684211,0
27,5.33333,3.07407,9.43202,1.13614,0.247191,0
439,4.36219,4.03872,41.1442,2.69706,0.0956694,0
414,4.33816,4.03865,38.693,2.53449,0.0969544,0
368,4.33967,3.96739,38.2029,2.48233,0.107607,0
349,4.36676,3.95989,37.2473,2.38575,0.1135,0
138,4.71014,3.67391,26.451,1.76176,0.235738,0
206,4.6699,3.84466,29.8579,2.04444,0.177275,0
142,4.94366,3.76056,28.5984,1.85354,0.242947,0
