num_rules,average_rule_len,average_rule_usage,std_rule_len,std_rule_usage,prop_term_char,prop_bigrams,prop_repeat_rule_bigrams,prop_repeat_bigrams,spam
17,7.17647,2.94118,18.2378,1.13607,0.597315,0.647059,0,0.0588235,0
26,6.46154,3.30769,21.3131,1.29405,0.553846,0.807692,0,0,0
356,4.77809,4.19944,43.5609,2.59366,0.146316,0.825843,0.0140449,0.0337079,0
123,4.77236,3.49593,23.983,1.82072,0.253623,0.772358,0.0487805,0.0650407,0
139,4.98561,3.63309,28.5629,1.76147,0.282627,0.798561,0,0.028777,0
18,8.88889,3.11111,27.6805,1.24226,0.730539,0.833333,0,0.0555556,0
129,4.68217,3.64341,25.0945,1.80567,0.205469,0.844961,0.0542636,0.0620155,0
148,5.11486,3.72297,34.0654,1.8953,0.291838,0.831081,0.0337838,0.0472973,0
46,5.32609,3.28261,16.0164,1.36195,0.324826,0.804348,0.108696,0.108696,0
49,5.69388,3.5102,23.021,1.55999,0.40625,0.857143,0.0204082,0.0408163,0
269,4.58364,3.92565,36.6281,2.23649,0.155184,0.814126,0.0334572,0.0446097,0
71,5.42254,3.49296,23.6867,1.60434,0.329114,0.802817,0.056338,0.084507,0
86,5.16279,3.4186,26.0312,1.57351,0.337625,0.802326,0.0465116,0.0581395,0
57,5.84211,3.52632,26.0908,1.68174,0.341772,0.77193,0.0701754,0.0877193,0
176,5.13636,3.92614,36.8264,2.24373,0.26355,0.857955,0.00568182,0.00568182,0
129,4.65891,3.56589,24.4694,1.69058,0.205479,0.806202,0.0620155,0.0620155,0
56,6.14286,3.58929,27.3831,1.83981,0.432609,0.803571,0,0,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0.666667,0,0,0
13,7.69231,2.84615,17.4417,1.13315,0.617886,0.615385,0,0.0769231,0
110,4.53636,3.54545,19.4093,1.70367,0.196413,0.781818,0.0545455,0.0636364,0
82,5.14634,3.56098,21.4095,1.66819,0.279683,0.731707,0.0487805,0.0731707,0
178,5.1236,4.02247,37.2119,2.14883,0.25067,0.865169,0,0.0168539,0
106,5.64151,3.85849,35.7568,1.85024,0.35585,0.886792,0,0.00943396,0
112,5.53571,3.82143,32.056,1.82353,0.284644,0.803571,0.0357143,0.0535714,0
270,4.67407,3.98148,38.8061,2.38429,0.171547,0.825926,0.0259259,0.0333333,0
62,5.37097,3.40323,24.0344,1.28841,0.363636,0.806452,0.016129,0.0322581,0
44,5.81818,3.43182,17.5296,1.42059,0.328918,0.772727,0.0909091,0.0909091,0
217,4.53917,3.76959,29.1797,2.20961,0.173363,0.746544,0.0276498,0.0368664,0
187,4.75936,3.87701,30.6193,2.15343,0.190373,0.770053,0.026738,0.0374332,0
69,5.97101,3.53623,30.0883,1.53302,0.44052,0.811594,0,0.0289855,0
21,7.52381,3.33333,21.606,1.33927,0.573684,0.666667,0,0,0
57,6.05263,3.57895,28.2044,1.61623,0.461538,0.877193,0,0,0
58,5.7931,3.41379,25.3546,1.41463,0.43459,0.810345,0,0,0
8,9.75,2.875,16.8727,1.26861,0.670213,0.5,0,0,0
13,7.53846,2.84615,17.478,1.13315,0.691589,0.692308,0,0.0769231,0
27,6.37037,3.14815,20.7224,1.16122,0.564356,0.703704,0,0,0
69,5.17391,3.3913,22.4409,1.66566,0.339823,0.782609,0.057971,0.057971,0
63,5.39683,3.50794,22.8449,1.62689,0.334559,0.761905,0.0634921,0.0793651,0
23,6.82609,3.17391,20.525,1.22127,0.566138,0.73913,0,0,0
16,8.0625,3.0625,20.4159,1.24844,0.631579,0.5625,0,0,0
23,7.13043,3.26087,20.7287,1.4361,0.541063,0.695652,0,0,0
12,9.08333,3,19.4485,1.22474,0.653846,0.75,0,0,0
362,4.78177,4.25967,47.8095,2.90341,0.15508,0.867403,0,0.00276243,0
253,4.75099,4.03953,38.955,2.40931,0.182855,0.826087,0.0237154,0.0355731,0
78,5.39744,3.61538,25.1973,1.48696,0.343354,0.820513,0,0,0
29,6.24138,3.24138,21.6948,1.2361,0.565854,0.896552,0,0,0
8,9.75,2.75,16.9245,1.19896,0.695652,0.625,0,0,0
14,7.21429,2.85714,16.8827,1.12486,0.652174,0.642857,0,0.0714286,0
141,5.35461,3.88652,35.316,2.03024,0.296422,0.829787,0,0.0070922,0
13,9,3,20.6099,1.27098,0.654676,0.692308,0,0,0
64,5.28125,3.42188,20.727,1.47696,0.343985,0.78125,0,0,0
37,6.54054,3.51351,20.463,1.45419,0.369727,0.783784,0.108108,0.108108,0
13,8.38462,3.07692,14.2372,1.29861,0.458101,0.692308,0,0,0
30,5.3,3.13333,11.2254,1.17568,0.324232,0.633333,0,0.0333333,0
44,5.63636,3.15909,22.3292,1.147,0.515152,0.840909,0,0,0
8,9.875,2.75,17.2514,1.19896,0.698925,0.625,0,0,0
21,5.7619,2.95238,9.91346,1.11168,0.39604,0.47619,0,0.047619,0
71,5.67606,3.64789,25.9397,1.76506,0.325265,0.84507,0.056338,0.0704225,0
70,5.38571,3.51429,23.4717,1.60128,0.308282,0.785714,0.0571429,0.0857143,0
36,6.13889,3.16667,21.3062,1.21335,0.518116,0.722222,0,0.0555556,0
8,9.75,2.75,16.9245,1.19896,0.695652,0.625,0,0,0
12,8.41667,2.83333,19.4955,1.14261,0.711712,0.666667,0,0.0833333,0
16,6.6875,3,16.6272,1.1726,0.585938,0.75,0,0.0625,0
8,10.5,2.75,15.5,1.19896,0.660377,0.375,0,0,0
127,5.04724,3.74803,30.7466,1.77679,0.268382,0.84252,0.0314961,0.0551181,0
39,6.17949,3.25641,20.9565,1.28538,0.458084,0.692308,0,0.0512821,0
8,9.875,2.75,17.2514,1.19896,0.698925,0.625,0,0,0
14,7.35714,3,17.1239,1.19523,0.585938,0.642857,0,0.0714286,0
745,4.54362,4.45503,60.4853,3.49568,0.0841985,0.833557,0.0174497,0.0241611,0
54,5.53704,3.46296,23.9813,1.3432,0.423469,0.87037,0,0,0
88,5.09091,3.40909,24.7908,1.60706,0.332863,0.806818,0.0454545,0.0454545,0
79,5.46835,3.43038,24.3751,1.45987,0.292326,0.772152,0.0126582,0.0253165,0
40,6.5,3.325,24.4581,1.34884,0.498507,0.75,0,0.05,0
33,6.60606,3.24242,24.9993,1.26803,0.56917,0.818182,0,0.030303,0
53,5.56604,3.43396,20.8512,1.40094,0.395238,0.811321,0,0,0
9,10.2222,2.77778,19.8762,1.18113,0.716981,0.666667,0,0,0
21,5.90476,3.04762,11.3553,1.15372,0.352174,0.52381,0,0.047619,0
28,7.78571,3.53571,28.7245,1.45116,0.554717,0.821429,0,0,0
262,4.97328,4.18702,43.5232,2.53964,0.174953,0.839695,0.0267176,0.0305344,0
408,4.97549,4.51225,54.7312,3.31217,0.140736,0.865196,0.00980392,0.0196078,0
8,9.75,2.75,16.8727,1.19896,0.688172,0.5,0,0,0
16,6.5,3.0625,15.3989,1.19733,0.546154,0.75,0,0.0625,0
133,5.57895,3.96992,36.0885,2.15015,0.291107,0.796992,0,0.0225564,0
877,4.49487,4.47206,64.1671,3.89421,0.0684681,0.836944,0.013683,0.0205245,0
104,5.20192,3.51923,28.7734,1.62895,0.338182,0.807692,0,0,0
54,5.48148,3.2037,23.5692,1.20769,0.483607,0.814815,0,0,0
112,5.11607,3.5625,27.7719,1.46861,0.316722,0.8125,0,0.00892857,0
59,5.40678,3.20339,22.6776,1.18292,0.439535,0.694915,0,0,0
178,4.80899,3.8764,31.2602,2.02135,0.195455,0.820225,0.0393258,0.0449438,0
31,6.19355,3.19355,20.8085,1.24225,0.53913,0.774194,0,0,0
56,6.14286,3.66071,28.3092,1.62872,0.434298,0.821429,0,0.0357143,0
43,6.30233,3.27907,25.8875,1.21666,0.516418,0.790698,0,0.0232558,0
16,6.625,2.875,16.1279,1.11102,0.589147,0.6875,0,0.0625,0
8,9.75,2.75,16.8727,1.19896,0.688172,0.5,0,0,0
178,5.15169,4.01685,32.8284,2.27461,0.196993,0.769663,0.0280899,0.0505618,0
62,6.53226,3.79032,33.9989,1.55685,0.451362,0.887097,0,0,0
39,6.89744,3.61538,26.8125,1.61904,0.475783,0.74359,0,0,0
31,6.32258,3.29032,22.0474,1.38409,0.536481,0.806452,0,0,0
79,5.44304,3.67089,23.1313,1.87739,0.305014,0.696203,0,0.0126582,0
69,6.10145,3.78261,27.7035,1.89101,0.322535,0.753623,0.0869565,0.101449,0
173,5.31214,4.01734,38.3518,2.03431,0.216703,0.843931,0.017341,0.017341,0
191,4.93194,3.95812,33.3068,2.19073,0.219441,0.853403,0,0.0104712,0
16,7.375,3.0625,17.302,1.19733,0.598592,0.6875,0,0,0
8,9.75,2.75,16.8727,1.19896,0.688172,0.5,0,0,0
16,6.625,2.875,16.1279,1.11102,0.589147,0.6875,0,0.0625,0
387,4.83979,4.33333,51.065,2.85435,0.156342,0.860465,0,0.00258398,0
42,5.80952,3.40476,18.3397,1.41522,0.341289,0.809524,0.0952381,0.0952381,0
9,10.2222,2.88889,20.5793,1.24226,0.700935,0.777778,0,0,0
20,7.35,3,19.2569,1.14018,0.581522,0.6,0,0,0
33,6.72727,3.21212,23.9371,1.28529,0.564394,0.727273,0,0.0606061,0
157,4.94904,3.89172,32.7655,2.10574,0.234909,0.834395,0,0,0
13,7.61538,2.84615,16.312,1.13315,0.619835,0.461538,0,0.0769231,0
9,9.66667,2.77778,18.3182,1.18113,0.70297,0.666667,0,0,0
70,5.42857,3.54286,26.5769,1.46078,0.398422,0.885714,0,0.0142857,0
364,4.77747,4.28571,48.6748,2.90995,0.151718,0.879121,0.00274725,0.010989,0
65,5.49231,3.49231,19.6109,1.43176,0.234094,0.738462,0,0,0
111,4.75676,3.5045,22.8095,1.40382,0.266809,0.792793,0.045045,0.0540541,0
87,5.11494,3.51724,23.7605,1.43328,0.316084,0.804598,0,0.0114943,0
54,5.16667,3.2963,20.0534,1.25653,0.403646,0.759259,0,0,0
45,6.31111,3.71111,25.481,1.7272,0.439024,0.844444,0,0,0
76,5.53947,3.63158,27.3609,1.81254,0.343168,0.842105,0.0526316,0.0526316,0
20,7.2,3.15,18.0072,1.19478,0.51269,0.7,0,0,0
124,5.31452,3.79032,33.4419,1.74723,0.306262,0.862903,0.0322581,0.0483871,0
80,6.0875,3.5875,33.0807,1.71533,0.446571,0.825,0,0.0125,0
202,5.13366,4.08911,39.8589,2.25853,0.234659,0.836634,0.0049505,0.0148515,0
119,4.60504,3.52101,19.4782,1.68208,0.212147,0.781513,0.0420168,0.0504202,0
26,5.26923,3.11538,9.40768,1.18733,0.265372,0.538462,0,0.0384615,0
8,9.875,2.75,17.2006,1.19896,0.691489,0.5,0,0,0
202,5.13366,4.08911,39.8589,2.25853,0.234659,0.836634,0.0049505,0.0148515,0
254,4.67717,4,37.8177,2.31394,0.192325,0.838583,0,0.00787402,0
3,10,2.33333,5.09902,1.37437,0.590909,0,0,0,0
59,5.49153,3.49153,25.0263,1.56089,0.41844,0.881356,0.0338983,0.0338983,0
105,5.24762,3.8,26.8079,1.89686,0.22098,0.809524,0.0571429,0.0666667,0
8,9.75,2.75,16.8727,1.19896,0.688172,0.5,0,0,0
15,6.93333,3,16.3482,1.18322,0.573643,0.666667,0,0.0666667,0
159,5.08176,3.87421,33.9011,2.14928,0.263316,0.792453,0.0251572,0.0377358,0
10,9.4,2.8,19.0116,1.16619,0.703704,0.6,0,0,0
14,7.42857,3,17.377,1.19523,0.608,0.571429,0,0.0714286,0
66,5.92424,3.5303,27.2143,1.54939,0.415584,0.727273,0,0.030303,0
77,5.28571,3.46753,26.364,1.37779,0.390991,0.87013,0,0,0
215,5.1907,4.33953,44.628,2.43732,0.215718,0.906977,0,0.0139535,0
677,5.29099,4.9483,82.9899,4.10896,0.0853361,0.927622,0.00886263,0.0177253,0
614,4.73127,4.57655,62.4565,3.81193,0.109837,0.863192,0,0.00488599,0
102,5.38235,3.67647,31.5144,1.54768,0.273538,0.872549,0.0490196,0.0784314,0
201,5.03483,3.96517,39.2493,2.23913,0.24985,0.850746,0,0.00995025,0
12,7.75,2.83333,16.7686,1.14261,0.67619,0.75,0,0,0
13,7.53846,2.92308,16.0605,1.17418,0.579365,0.538462,0,0.0769231,0
201,5.03483,3.96517,39.2493,2.23913,0.24985,0.850746,0,0.00995025,0
145,4.97241,3.8,32.7648,1.84241,0.201149,0.882759,0.0344828,0.0482759,0
48,6.08333,3.375,26.399,1.30104,0.486339,0.854167,0,0.0208333,0
45,6.06667,3.33333,25.0301,1.2561,0.491228,0.822222,0,0,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0.666667,0,0,0
13,7.53846,3,16.3501,1.20894,0.55814,0.615385,0,0.0769231,0
79,5.48101,3.55696,27.1432,1.63232,0.373183,0.810127,0,0.0126582,0
220,4.9,3.97273,38.2692,2.3835,0.233738,0.85,0.0181818,0.0227273,0
37,5.97297,3.2973,21.356,1.25988,0.49635,0.783784,0,0,0
38,6.26316,3.39474,23.6451,1.42422,0.477273,0.736842,0,0,0
39,6.25641,3.4359,24.786,1.4375,0.510274,0.820513,0,0,0
110,5.18182,3.59091,29.4332,1.59143,0.334507,0.881818,0.0363636,0.0545455,0
29,6.44828,3.13793,21.5096,1.15144,0.555556,0.827586,0,0.0344828,0
52,6.71154,3.78846,30.7192,1.67947,0.439655,0.769231,0,0.0192308,0
100,5.27,3.52,30.3542,1.55872,0.402047,0.91,0,0.02,0
62,5.72581,3.5,24.7876,1.5,0.326264,0.774194,0.0322581,0.0483871,0
71,5.12676,3.35211,18.9298,1.5161,0.35368,0.774648,0,0,0
25,5.2,3.04,8.05481,1.13066,0.256494,0.56,0,0.04,0
221,4.37104,3.71041,27.6477,1.72087,0.134778,0.764706,0.0452489,0.0542986,0
83,5.71084,3.6988,28.4785,1.54635,0.324675,0.86747,0.0722892,0.0843373,0
62,5.59677,3.48387,23.0228,1.64358,0.389899,0.741935,0,0,0
99,5.38384,3.62626,23.7422,1.88071,0.305369,0.808081,0,0.010101,0
19,6.84211,3.10526,17.786,1.23095,0.56962,0.684211,0,0.105263,0
10,9.5,2.8,19.3093,1.16619,0.712963,0.6,0,0,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0.666667,0,0,0
16,6.6875,3.0625,16.8846,1.19733,0.578125,0.8125,0,0.0625,0
47,6.29787,3.44681,24.3616,1.30968,0.4677,0.765957,0,0.0212766,0
81,5.60494,3.7037,27.1533,1.99347,0.313333,0.777778,0.0493827,0.0617284,0
38,5.26316,3.07895,12.3686,1.1328,0.389068,0.763158,0,0.0263158,0
191,4.45026,3.67539,27.1302,1.63226,0.187086,0.806283,0.0366492,0.0471204,0
194,5.17526,4.05155,40.8112,2.10239,0.1937,0.881443,0.0412371,0.056701,0
29,6.7931,3.2069,21.2479,1.25614,0.538462,0.655172,0,0.0689655,0
30,7.43333,3.46667,23.9968,1.52169,0.517361,0.7,0,0.0666667,0
337,5.02967,4.40653,49.9925,2.863,0.155575,0.866469,0.00296736,0.0148368,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0.666667,0,0,0
16,6.5,3,15.3867,1.1726,0.55814,0.625,0,0.0625,0
2,16.5,2,13.5,1.41421,0.911765,0,0,0,0
39,6,3.38462,22.7235,1.39808,0.489583,0.794872,0,0,0
60,5.8,3.48333,27.3775,1.53288,0.44921,0.866667,0,0,0
17,9.23529,3.23529,21.9103,1.64601,0.569378,0.529412,0,0,0
108,5.40741,3.75,30.0638,2.18634,0.294057,0.814815,0.0555556,0.0648148,0
181,4.8895,3.79558,34.1627,1.99784,0.218696,0.867403,0.038674,0.0441989,0
75,5.54667,3.50667,27.9654,1.68026,0.423006,0.853333,0,0.0266667,0
151,5.21192,3.89404,33.7511,2.12414,0.252343,0.847682,0.0198675,0.0264901,0
49,6.65306,3.4898,30.5204,1.66135,0.532637,0.877551,0,0.0204082,0
26,6.34615,3.26923,20.3488,1.28774,0.527363,0.846154,0.0384615,0.0769231,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0.666667,0,0,0
16,6.4375,2.9375,15.145,1.14394,0.576,0.625,0,0.0625,0
49,6.65306,3.4898,30.5204,1.66135,0.532637,0.877551,0,0.0204082,0
76,5.89474,3.68421,30.2462,1.7786,0.354136,0.868421,0.0526316,0.0657895,0
24,6.75,3.08333,19.2943,1.15169,0.562814,0.708333,0,0.0416667,0
326,4.22086,3.89264,29.8972,2.4352,0.120244,0.806748,0.0245399,0.0276074,0
9,8.77778,2.77778,15.8309,1.18113,0.677419,0.666667,0,0,0
15,7.06667,2.93333,17.1093,1.15277,0.596899,0.666667,0,0.0666667,0
189,4.7619,3.77778,18.2058,1.9756,0.164835,0.740741,0.037037,0.0529101,0
153,5.18954,3.81699,33.5942,2.12959,0.273343,0.810458,0,0.0130719,0
159,5.20126,3.88679,34.6172,2.24163,0.26267,0.81761,0,0.0188679,0
170,5.12353,3.86471,35.4716,2.22273,0.264463,0.823529,0,0.0117647,0
162,5.0679,3.82716,34.1473,2.10402,0.255454,0.858025,0.0246914,0.0432099,0
860,4.47791,4.45,60.2651,3.73059,0.0657347,0.810465,0.0116279,0.0151163,0
867,4.45444,4.44637,60.0683,3.81088,0.0650298,0.821223,0.0196078,0.0265283,0
144,5.09028,3.70833,30.8072,1.89618,0.269866,0.840278,0,0.0138889,0
433,4.77136,4.29792,51.2135,3.0942,0.14966,0.856813,0.00461894,0.0161663,0
446,5.08296,4.62108,61.2454,3.52727,0.152372,0.881166,0,0.00896861,0
17,9.23529,3.23529,21.9103,1.64601,0.569378,0.529412,0,0,0
172,4.72093,3.6686,29.8843,1.8365,0.23087,0.848837,0.0232558,0.0290698,0
54,5.64815,3.31481,22.46,1.38543,0.41958,0.648148,0,0.037037,0
522,5.01149,4.37165,62.7891,2.83245,0.114027,0.888889,0.0363985,0.0517241,0
90,5.5,3.8,28.2899,1.72047,0.32058,0.811111,0,0.0111111,0
72,5.75,3.45833,24.6772,1.54504,0.375594,0.847222,0.0138889,0.0416667,0
29,6.51724,3.17241,21.5256,1.16172,0.56,0.862069,0,0.0344828,0
62,4.85484,3.27419,21.5331,1.29726,0.428954,0.919355,0,0,0
10,9.5,2.8,19.3093,1.16619,0.706422,0.6,0,0,0
102,5.07843,3.71569,25.8266,1.83312,0.257754,0.803922,0,0.0196078,0
35,4.71429,3.14286,9.86066,1.18666,0.234987,0.657143,0,0.0285714,0
62,4.85484,3.27419,21.5331,1.29726,0.428954,0.919355,0,0,0
379,4.62797,4.2533,44.1586,2.79308,0.140545,0.796834,0,0.00791557,0
186,4.83871,3.8871,32.1043,2.23442,0.205899,0.806452,0.0322581,0.0537634,0
209,4.63158,3.90431,31.0455,2.21682,0.175158,0.784689,0,0.00478469,0
183,4.81967,3.91803,31.6836,2.16375,0.202208,0.781421,0.00546448,0.010929,0
180,5.01111,3.98333,35.8182,2.02066,0.225448,0.85,0.0222222,0.0277778,0
147,4.97959,3.82993,31.3914,1.99276,0.263333,0.857143,0.00680272,0.0136054,0
85,5.38824,3.65882,28.2285,1.79577,0.3625,0.823529,0,0,0
114,5.50877,3.90351,35.5193,1.88703,0.336353,0.921053,0,0,0
174,4.83333,3.75287,28.3703,2.06277,0.182093,0.781609,0.0229885,0.0229885,0
126,5.22222,3.7381,30.3459,1.87794,0.276991,0.81746,0.0396825,0.0555556,0
25,6.88,3.32,20.683,1.30292,0.520548,0.68,0,0.08,0
101,5.15842,3.57426,29.6934,1.69359,0.264975,0.90099,0.039604,0.049505,0
63,5.55556,3.36508,25.4732,1.38932,0.453725,0.84127,0,0.015873,0
18,6.83333,2.94444,16.5806,1.12902,0.578947,0.555556,0,0.0555556,0
121,5.00826,3.78512,28.3323,1.92292,0.263725,0.842975,0,0.00826446,0
8,10,2.75,17.2554,1.19896,0.702128,0.625,0,0,0
15,6.86667,2.86667,15.3052,1.11754,0.576923,0.533333,0,0.0666667,0
266,4.58647,4.01128,35.4251,2.48829,0.147587,0.781955,0.018797,0.0338346,0
17,9.23529,3.23529,21.9103,1.64601,0.569378,0.529412,0,0,0
20,6.8,2.9,19.7853,1.09087,0.671233,0.8,0,0.05,0
26,6,3.15385,16.0743,1.19911,0.497512,0.730769,0,0.0769231,0
102,5.43137,3.88235,32.1096,1.77838,0.249042,0.892157,0.107843,0.127451,0
8,10,2.75,17.5784,1.19896,0.702128,0.625,0,0,0
173,5.33526,3.94798,39.4088,2.32545,0.283849,0.83815,0,0.0115607,0
81,5.76543,3.5679,31.895,1.64383,0.430233,0.82716,0,0.0123457,0
44,6.11364,3.29545,25.0111,1.27171,0.497041,0.818182,0,0.0227273,0
292,4.66438,4.06507,40.5347,2.34504,0.16148,0.835616,0.0342466,0.0479452,0
17,9.23529,3.23529,21.9103,1.64601,0.569378,0.529412,0,0,0
123,4.97561,3.6748,29.259,1.74838,0.286148,0.813008,0,0.00813008,0
157,4.81529,3.77707,28.6416,1.99394,0.204473,0.828025,0.0254777,0.0382166,0
26,6.46154,3.23077,18.041,1.24985,0.493274,0.730769,0,0.0769231,0
8,10,2.75,17.5784,1.19896,0.702128,0.625,0,0,0
18,6,2.94444,14.8137,1.12902,0.557252,0.666667,0,0.0555556,0
86,5.66279,3.67442,28.1976,1.83279,0.330334,0.837209,0.0581395,0.0581395,0
15,6.86667,2.86667,15.3139,1.11754,0.576923,0.533333,0,0.0666667,0
8,10,2.75,17.5784,1.19896,0.702128,0.625,0,0,0
17,7.76471,3.35294,18.6564,1.55076,0.491979,0.647059,0,0,0
64,5.5,3.51562,26.7757,1.36922,0.421634,0.890625,0,0.015625,0
6,11.8333,3,18.4699,1.52753,0.719512,0.333333,0,0,0
20,7.35,3.05,21.9574,1.20312,0.654321,0.8,0,0.05,0
42,5.78571,3.2381,21.1362,1.15077,0.465625,0.714286,0,0,0
10,8.1,3.3,17.9691,1.41774,0.644444,0.8,0,0,0
8,9.75,2.75,19.0181,1.19896,0.752941,0.625,0,0,0
33,4.63636,3.0303,9.58161,1.10055,0.271293,0.636364,0,0.030303,0
8,10.125,2.75,17.9056,1.19896,0.705263,0.625,0,0,0
203,5.0936,4.0197,36.6171,2.32667,0.215676,0.812808,0.00985222,0.0246305,0
247,4.86235,3.98381,38.3489,2.40524,0.194631,0.797571,0.0202429,0.0323887,0
16,8,3,21.1926,1.1726,0.685714,0.6875,0,0,0
129,4.71318,3.63566,24.9129,1.78902,0.202877,0.813953,0.0542636,0.0697674,0
81,5.08642,3.50617,21.5247,1.57624,0.233781,0.765432,0.0864198,0.0987654,0
8,10,2.75,17.5784,1.19896,0.702128,0.625,0,0,0
45,6.24444,3.53333,23.4162,1.4922,0.353066,0.777778,0.0888889,0.0888889,0
120,4.775,3.69167,24.4307,1.9442,0.184502,0.733333,0.0583333,0.0666667,0
65,5.81538,3.55385,28.9024,1.72342,0.447257,0.830769,0,0,0
75,5.36,3.54667,24.2149,1.44954,0.305797,0.88,0.0533333,0.0666667,0
11,9.63636,2.81818,22.5762,1.15351,0.761062,0.545455,0,0.0909091,0
8,10,2.75,17.5285,1.19896,0.694737,0.5,0,0,0
52,5.76923,3.48077,22.0773,1.40727,0.396752,0.769231,0,0.0192308,0
204,4.4951,3.76961,27.1218,2.02941,0.143439,0.77451,0.0343137,0.0441176,0
164,4.71341,3.79878,26.9568,2.05468,0.180046,0.762195,0.0365854,0.0426829,0
167,5.05389,3.93413,34.4697,2.04336,0.246004,0.802395,0,0.00598802,0
353,4.93768,4.32861,50.2202,2.87653,0.172382,0.872521,0.00283286,0.0113314,0
17,9.23529,3.23529,21.9103,1.64601,0.569378,0.529412,0,0,0
139,5.43165,3.89928,36.6692,2.15512,0.293578,0.856115,0,0,0
10,9.7,2.8,19.905,1.16619,0.718182,0.6,0,0,0
21,6.90476,3.2381,16.0917,1.35944,0.485149,0.619048,0.047619,0.0952381,0
7,11.7143,2.71429,19.6011,1.22057,0.736842,0.571429,0,0,0
15,6.86667,2.86667,15.3139,1.11754,0.576923,0.533333,0,0.0666667,0
45,4.88889,3.17778,10.7066,1.24345,0.249489,0.666667,0.0222222,0.0444444,0
142,5.11972,3.80282,28.9598,2.0288,0.229588,0.802817,0.0352113,0.0422535,0
94,5.85106,3.71277,33.2601,1.86583,0.36152,0.840426,0,0.0106383,0
130,5.54615,3.8,33.8958,1.86217,0.292863,0.830769,0,0.00769231,0
17,9.82353,3.23529,23.9687,1.64601,0.58371,0.470588,0,0,0
214,4.66355,3.85514,29.8043,2.06722,0.177849,0.827103,0.0373832,0.046729,0
244,4.96721,4.04098,42.8604,2.37955,0.225853,0.868852,0.0204918,0.0409836,0
95,5.42105,3.68421,29.1676,1.74575,0.325407,0.821053,0.0421053,0.0631579,0
107,5.3271,3.70093,31.6396,1.78108,0.341019,0.831776,0,0.00934579,0
169,5.08876,3.90533,36.2625,1.97242,0.272526,0.83432,0,0,0
17,6.29412,2.88235,14.9578,1.10519,0.572519,0.647059,0,0.0588235,0
8,10,2.75,17.5285,1.19896,0.694737,0.5,0,0,0
337,4.56973,4.0178,30.703,2.52988,0.128407,0.756677,0.0148368,0.0237389,0
309,4.34951,3.88026,33.7877,2.3133,0.12476,0.786408,0.0291262,0.0420712,0
187,5.10695,3.91444,38.8638,2.23682,0.270806,0.850267,0.0106952,0.0160428,0
81,6.09877,3.65432,31.6538,1.8302,0.410898,0.777778,0,0.0123457,0
77,4.96104,3.4026,22.0574,1.32665,0.369606,0.805195,0,0.025974,0
8,11.25,3.25,20.7771,1.63936,0.654545,0.5,0,0,0
40,4.375,3.025,9.79206,1.08369,0.240409,0.725,0.025,0.05,0
10,8.9,2.9,20.3688,1.22066,0.769231,0.8,0,0,0
34,4.58824,3,9.36865,1.08465,0.272446,0.705882,0.0294118,0.0588235,0
8,10,2.75,17.5285,1.19896,0.694737,0.5,0,0,0
9,9.11111,2.88889,15.1397,1.24226,0.65,0.555556,0,0,0
21,8.57143,3.47619,27.4184,1.31363,0.603774,0.857143,0,0.047619,0
17,7.11765,3.23529,19.7332,1.32972,0.614815,0.882353,0,0,0
207,4.27053,3.68599,27.3113,1.95306,0.150321,0.801932,0.0386473,0.0531401,0
17,9.23529,3.23529,21.9103,1.64601,0.569378,0.529412,0,0,0
20,7.25,2.95,18.6892,1.11692,0.609195,0.75,0,0,0
19,5.94737,2.94737,12.2924,1.12267,0.496732,0.631579,0,0.0526316,0
31,7.16129,3.45161,25.0768,1.57273,0.536765,0.806452,0,0.0322581,0
24,7.41667,3.29167,21.0276,1.24094,0.544248,0.875,0,0,0
135,5.05926,3.71852,29.2655,1.68721,0.250396,0.837037,0.0296296,0.0518519,0
111,5.01802,3.62162,24.4949,1.61387,0.226962,0.810811,0.036036,0.045045,0
107,5.17757,3.66355,29.82,1.77966,0.301908,0.878505,0.046729,0.0560748,0
29,7.48276,3.27586,28.0709,1.29712,0.604,0.827586,0,0,0
8,10,2.75,17.5285,1.19896,0.694737,0.5,0,0,0
19,5.52632,2.89474,13.1083,1.09519,0.522727,0.736842,0,0.0526316,0
75,5.18667,3.46667,24.2029,1.43139,0.356021,0.88,0.0266667,0.04,0
108,5.81481,3.93519,36.6725,2.17423,0.320619,0.851852,0.037037,0.0555556,0
44,6.45455,3.5,27.8449,1.3899,0.487395,0.863636,0,0.0227273,0
16,7.8125,3.125,22.0006,1.36359,0.684211,0.875,0,0,0
8,10,2.75,17.5285,1.19896,0.694737,0.5,0,0,0
19,5.52632,2.89474,13.1083,1.09519,0.522727,0.736842,0,0.0526316,0
16,7.8125,3.125,22.0006,1.36359,0.684211,0.875,0,0,0
27,6.40741,3.22222,20.5377,1.27172,0.548544,0.777778,0.037037,0.037037,0
103,4.99029,3.48544,25.803,1.7591,0.283205,0.84466,0.0582524,0.0679612,0
9,9.88889,2.77778,18.9,1.18113,0.701923,0.555556,0,0,0
12,7.75,2.83333,16.151,1.14261,0.596639,0.666667,0,0.0833333,0
